Date,Year,Month,Day,Prec,StDev,%Time,Q,S,is_outlier_Prec
2007-05-10,2007,Mei,10,-0.02,0.07,0.0,2,5,False
2007-05-11,2007,Mei,11,-0.02,0.04,0.0,2,5,False
2007-05-12,2007,Mei,12,-0.01,0.08,0.0,2,5,False
2007-05-13,2007,Mei,13,0.05,0.4,3.0,2,5,False
2007-05-14,2007,Mei,14,0.0,0.18,1.0,2,5,False
2007-05-15,2007,Mei,15,0.06,0.49,2.0,2,5,False
2007-05-16,2007,Mei,16,0.62,3.31,8.0,2,5,False
2007-05-17,2007,Mei,17,-0.01,0.04,0.0,2,5,False
2007-05-18,2007,Mei,18,0.06,0.43,2.0,2,5,False
2007-05-19,2007,Mei,19,-0.01,0.02,0.0,2,5,False
2007-05-20,2007,Mei,20,-0.01,0.01,0.0,2,5,False
2007-05-21,2007,Mei,21,0.01,0.1,1.0,2,5,False
2007-05-22,2007,Mei,22,0.12,0.89,2.0,2,5,False
2007-05-23,2007,Mei,23,0.0,0.01,0.0,2,5,False
2007-05-24,2007,Mei,24,0.0,0.02,0.0,2,5,False
2007-05-25,2007,Mei,25,0.0,0.02,0.0,2,5,False
2007-05-26,2007,Mei,26,0.02,0.27,1.0,2,5,False
2007-05-27,2007,Mei,27,0.0,0.02,0.0,2,5,False
2007-05-28,2007,Mei,28,0.06,0.46,2.0,2,5,False
2007-05-29,2007,Mei,29,0.03,0.2,1.0,2,5,False
2007-05-30,2007,Mei,30,0.42,3.81,3.0,2,5,False
2007-05-31,2007,Mei,31,-0.01,0.01,0.0,2,5,False
2007-06-01,2007,Juni,1,-0.01,0.01,0.0,2,5,False
2007-06-02,2007,Juni,2,0.42,1.9,6.0,2,5,False
2007-06-03,2007,Juni,3,-0.01,0.02,0.0,2,5,False
2007-06-04,2007,Juni,4,-0.01,0.02,0.0,2,5,False
2007-06-05,2007,Juni,5,-0.02,0.02,0.0,2,5,False
2007-06-06,2007,Juni,6,0.59,2.9,8.0,2,5,False
2007-06-07,2007,Juni,7,0.19,0.9,4.0,2,5,False
2007-06-08,2007,Juni,8,0.05,0.2,1.0,2,5,False
2007-06-09,2007,Juni,9,0.01,0.19,1.0,2,5,False
2007-06-10,2007,Juni,10,0.04,0.44,1.0,2,5,False
2007-06-11,2007,Juni,11,-0.01,0.01,0.0,2,5,False
2007-06-12,2007,Juni,12,0.0,0.05,0.0,2,5,False
2007-06-13,2007,Juni,13,0.83,4.19,8.0,2,5,False
2007-06-14,2007,Juni,14,0.1,0.75,2.0,2,5,False
2007-06-15,2007,Juni,15,0.05,0.38,2.0,2,5,False
2007-06-16,2007,Juni,16,1.0,4.61,11.0,2,5,False
2007-06-17,2007,Juni,17,1.76,5.34,17.0,2,5,False
2007-06-18,2007,Juni,18,0.3,1.08,10.0,2,5,False
2007-06-19,2007,Juni,19,1.53,3.45,38.0,2,5,False
2007-06-20,2007,Juni,20,1.12,3.86,17.0,2,5,False
2007-06-21,2007,Juni,21,0.0,0.16,1.0,2,5,False
2007-06-22,2007,Juni,22,0.09,0.67,3.0,2,5,False
2007-06-23,2007,Juni,23,0.0,0.01,0.0,2,5,False
2007-06-24,2007,Juni,24,0.0,0.01,0.0,2,5,False
2007-06-25,2007,Juni,25,0.16,1.02,4.0,2,5,False
2007-06-26,2007,Juni,26,1.36,2.65,28.0,2,5,False
2007-06-27,2007,Juni,27,0.08,0.71,3.0,2,5,False
2007-06-28,2007,Juni,28,0.0,0.06,0.0,2,5,False
2007-06-29,2007,Juni,29,0.0,0.02,0.0,2,5,False
2007-06-30,2007,Juni,30,-0.01,0.02,0.0,2,5,False
2007-07-01,2007,Juli,1,0.0,0.01,0.0,2,5,False
2007-07-02,2007,Juli,2,0.0,0.01,0.0,2,5,False
2007-07-03,2007,Juli,3,0.04,0.48,1.0,2,5,False
2007-07-04,2007,Juli,4,0.19,2.09,1.0,2,5,False
2007-07-05,2007,Juli,5,-0.01,0.02,0.0,2,5,False
2007-07-06,2007,Juli,6,-0.01,0.03,0.0,2,5,False
2007-07-07,2007,Juli,7,-0.01,0.02,0.0,2,5,False
2007-07-08,2007,Juli,8,-0.01,0.01,0.0,2,5,False
2007-07-09,2007,Juli,9,-0.01,0.02,0.0,2,5,False
2007-07-10,2007,Juli,10,0.03,0.34,1.0,2,5,False
2007-07-11,2007,Juli,11,-0.01,0.02,0.0,2,5,False
2007-07-12,2007,Juli,12,-0.01,0.06,0.0,2,5,False
2007-07-13,2007,Juli,13,0.11,1.08,1.0,2,5,False
2007-07-14,2007,Juli,14,-0.02,0.06,0.0,2,5,False
2007-07-15,2007,Juli,15,-0.01,0.04,0.0,2,5,False
2007-07-16,2007,Juli,16,-0.01,0.02,0.0,2,5,False
2007-07-17,2007,Juli,17,0.02,0.23,1.0,2,5,False
2007-07-18,2007,Juli,18,0.0,0.08,0.0,2,5,False
2007-07-19,2007,Juli,19,0.79,3.69,8.0,2,5,False
2007-07-20,2007,Juli,20,0.02,0.21,2.0,2,5,False
2007-07-21,2007,Juli,21,-0.02,0.07,0.0,2,5,False
2007-07-22,2007,Juli,22,-0.01,0.15,1.0,2,5,False
2007-07-23,2007,Juli,23,0.3,1.34,7.0,2,5,False
2007-07-24,2007,Juli,24,0.44,1.93,7.0,2,5,False
2007-07-25,2007,Juli,25,0.67,3.8,6.0,2,5,False
2007-07-26,2007,Juli,26,0.0,0.03,0.0,2,5,False
2007-07-27,2007,Juli,27,-0.01,0.02,0.0,2,5,False
2007-07-28,2007,Juli,28,-0.01,0.01,0.0,2,5,False
2007-07-29,2007,Juli,29,0.16,1.18,2.0,2,5,False
2007-07-30,2007,Juli,30,0.16,0.78,4.0,2,5,False
2007-07-31,2007,Juli,31,0.02,0.27,1.0,2,5,False
2007-08-01,2007,Agustus,1,0.0,0.01,0.0,2,5,False
2007-08-02,2007,Agustus,2,-0.01,0.01,0.0,2,5,False
2007-08-03,2007,Agustus,3,-0.01,0.01,0.0,2,5,False
2007-08-04,2007,Agustus,4,-0.02,0.03,0.0,2,5,False
2007-08-05,2007,Agustus,5,-0.01,0.02,0.0,2,5,False
2007-08-06,2007,Agustus,6,-0.01,0.01,0.0,2,5,False
2007-08-07,2007,Agustus,7,-0.01,0.01,0.0,2,5,False
2007-08-08,2007,Agustus,8,-0.01,0.02,0.0,2,5,False
2007-08-09,2007,Agustus,9,-0.01,0.01,0.0,2,5,False
2007-08-10,2007,Agustus,10,-0.01,0.01,0.0,2,5,False
2007-08-11,2007,Agustus,11,0.0,0.07,0.0,2,5,False
2007-08-12,2007,Agustus,12,0.0,0.02,0.0,2,5,False
2007-08-13,2007,Agustus,13,-0.01,0.01,0.0,2,5,False
2007-08-14,2007,Agustus,14,0.0,0.03,0.0,2,5,False
2007-08-15,2007,Agustus,15,0.0,0.02,0.0,2,5,False
2007-08-16,2007,Agustus,16,0.0,0.02,0.0,2,5,False
2007-08-17,2007,Agustus,17,0.29,1.54,6.0,2,5,False
2007-08-18,2007,Agustus,18,0.0,0.05,0.0,2,5,False
2007-08-19,2007,Agustus,19,-0.01,0.04,0.0,2,5,False
2007-08-20,2007,Agustus,20,-0.01,0.04,0.0,2,5,False
2007-08-21,2007,Agustus,21,0.11,0.63,4.0,2,5,False
2007-08-22,2007,Agustus,22,0.16,0.86,3.0,2,5,False
2007-08-23,2007,Agustus,23,0.08,0.82,1.0,2,5,False
2007-08-24,2007,Agustus,24,1.3,5.59,12.0,2,5,False
2007-08-25,2007,Agustus,25,0.21,1.29,4.0,2,5,False
2007-08-26,2007,Agustus,26,-0.01,0.01,0.0,2,5,False
2007-08-27,2007,Agustus,27,-0.01,0.01,0.0,2,5,False
2007-08-28,2007,Agustus,28,,7.51,13.0,2,5,True
2007-08-29,2007,Agustus,29,0.12,1.06,3.0,2,5,False
2007-08-30,2007,Agustus,30,0.01,0.14,1.0,2,5,False
2007-08-31,2007,Agustus,31,0.33,1.07,13.0,2,5,False
2007-09-01,2007,September,1,0.0,0.07,0.0,2,5,False
2007-09-02,2007,September,2,-0.02,0.03,0.0,2,5,False
2007-09-03,2007,September,3,-0.01,0.03,0.0,2,5,False
2007-09-04,2007,September,4,-0.01,0.02,0.0,2,5,False
2007-09-05,2007,September,5,-0.01,0.02,0.0,2,5,False
2007-09-06,2007,September,6,-0.01,0.02,0.0,2,5,False
2007-09-07,2007,September,7,0.61,2.32,10.0,2,5,False
2007-09-08,2007,September,8,-0.03,0.63,8.0,2,5,False
2007-09-09,2007,September,9,-0.04,0.39,2.0,2,5,False
2007-09-10,2007,September,10,0.0,0.02,0.0,2,5,False
2007-09-11,2007,September,11,0.01,0.09,0.0,2,5,False
2007-09-12,2007,September,12,0.65,3.12,8.0,2,5,False
2007-09-13,2007,September,13,,11.36,42.0,2,5,True
2007-09-14,2007,September,14,0.34,1.91,6.0,2,5,False
2007-09-15,2007,September,15,0.51,1.7,12.0,2,5,False
2007-09-16,2007,September,16,0.03,0.27,1.0,2,5,False
2007-09-17,2007,September,17,0.01,0.11,0.0,2,5,False
2007-09-18,2007,September,18,0.0,0.01,0.0,2,5,False
2007-09-19,2007,September,19,-0.01,0.02,0.0,2,5,False
2007-09-20,2007,September,20,0.0,0.02,0.0,2,5,False
2007-09-21,2007,September,21,0.0,0.01,0.0,2,5,False
2007-09-22,2007,September,22,-0.01,0.07,0.0,2,5,False
2007-09-23,2007,September,23,0.04,0.44,1.0,2,5,False
2007-09-24,2007,September,24,0.0,0.01,0.0,2,5,False
2007-09-25,2007,September,25,0.0,0.01,0.0,2,5,False
2007-09-26,2007,September,26,1.66,5.3,19.0,2,5,False
2007-09-27,2007,September,27,0.88,3.2,16.0,2,5,False
2007-09-28,2007,September,28,0.47,1.67,9.0,2,5,False
2007-09-29,2007,September,29,-0.01,0.03,0.0,2,5,False
2007-09-30,2007,September,30,0.06,0.59,3.0,2,5,False
2007-10-01,2007,Oktober,1,-0.02,0.16,0.0,2,5,False
2007-10-02,2007,Oktober,2,0.08,0.62,3.0,2,5,False
2007-10-03,2007,Oktober,3,0.78,4.64,10.0,2,5,False
2007-10-04,2007,Oktober,4,-0.01,0.01,0.0,2,5,False
2007-10-05,2007,Oktober,5,0.04,0.46,1.0,2,5,False
2007-10-06,2007,Oktober,6,0.05,0.32,3.0,2,5,False
2007-10-07,2007,Oktober,7,0.03,0.25,3.0,2,5,False
2007-10-08,2007,Oktober,8,-0.01,0.02,0.0,2,5,False
2007-10-10,2007,Oktober,10,-0.01,0.03,0.0,2,5,False
2007-10-11,2007,Oktober,11,0.0,0.02,0.0,2,5,False
2007-10-12,2007,Oktober,12,0.01,0.1,0.0,2,5,False
2007-10-13,2007,Oktober,13,0.29,1.96,4.0,2,5,False
2007-10-14,2007,Oktober,14,0.14,0.7,4.0,2,5,False
2007-10-15,2007,Oktober,15,0.01,0.06,0.0,2,5,False
2007-10-16,2007,Oktober,16,0.0,0.04,0.0,2,5,False
2007-10-17,2007,Oktober,17,0.03,0.24,1.0,2,5,False
2007-10-18,2007,Oktober,18,0.32,2.9,2.0,2,5,False
2007-10-19,2007,Oktober,19,0.39,1.51,8.0,2,5,False
2007-10-20,2007,Oktober,20,0.07,0.75,1.0,2,5,False
2007-10-21,2007,Oktober,21,,8.52,13.0,2,5,True
2007-10-22,2007,Oktober,22,0.06,0.65,1.0,2,5,False
2007-10-23,2007,Oktober,23,0.13,0.81,4.0,2,5,False
2007-10-24,2007,Oktober,24,-0.01,0.18,0.0,2,5,False
2007-10-25,2007,Oktober,25,0.19,0.59,7.0,2,5,False
2007-10-26,2007,Oktober,26,0.14,0.81,5.0,2,5,False
2007-10-27,2007,Oktober,27,0.69,3.81,7.0,2,5,False
2007-10-28,2007,Oktober,28,0.76,2.26,19.0,2,5,False
2007-10-29,2007,Oktober,29,0.51,1.84,11.0,2,5,False
2007-10-30,2007,Oktober,30,,5.47,17.0,2,5,True
2007-10-31,2007,Oktober,31,0.38,2.14,4.0,2,5,False
2007-11-01,2007,November,1,0.0,0.16,0.0,2,5,False
2007-11-02,2007,November,2,0.23,1.48,4.0,2,5,False
2007-11-03,2007,November,3,-0.01,0.05,0.0,2,5,False
2007-11-04,2007,November,4,0.08,0.37,2.0,2,5,False
2007-11-05,2007,November,5,0.0,0.01,0.0,2,5,False
2007-11-06,2007,November,6,0.12,0.58,4.0,2,5,False
2007-11-07,2007,November,7,0.46,2.99,6.0,2,5,False
2007-11-08,2007,November,8,0.0,0.03,0.0,2,5,False
2007-11-09,2007,November,9,0.02,0.14,1.0,2,5,False
2007-11-10,2007,November,10,0.06,0.44,2.0,2,5,False
2007-11-11,2007,November,11,0.01,0.21,1.0,2,5,False
2007-11-12,2007,November,12,-0.03,0.28,0.0,2,5,False
2007-11-13,2007,November,13,0.05,0.43,2.0,2,5,False
2007-11-14,2007,November,14,0.11,0.82,3.0,2,5,False
2007-11-15,2007,November,15,0.0,0.02,0.0,2,5,False
2007-11-16,2007,November,16,-0.01,0.02,0.0,2,5,False
2007-11-17,2007,November,17,0.01,0.22,1.0,2,5,False
2007-11-18,2007,November,18,-0.02,0.09,0.0,2,5,False
2007-11-19,2007,November,19,0.11,1.08,1.0,2,5,False
2007-11-20,2007,November,20,0.21,1.2,4.0,2,5,False
2007-11-21,2007,November,21,0.02,0.11,0.0,2,5,False
2007-11-22,2007,November,22,-0.02,0.03,0.0,2,5,False
2007-11-23,2007,November,23,0.02,0.24,1.0,2,5,False
2007-11-24,2007,November,24,0.04,0.37,2.0,2,5,False
2007-11-25,2007,November,25,-0.02,0.12,0.0,2,5,False
2007-11-26,2007,November,26,-0.01,0.06,0.0,2,5,False
2007-11-27,2007,November,27,0.0,0.02,0.0,2,5,False
2007-11-28,2007,November,28,-0.03,0.41,1.0,2,5,False
2007-11-29,2007,November,29,-0.04,0.29,0.0,2,5,False
2009-11-04,2009,November,4,0.31,1.57,6.0,1,5,False
2009-11-05,2009,November,5,0.69,2.08,18.0,1,5,False
2009-11-06,2009,November,6,0.06,0.28,2.0,1,5,False
2009-11-07,2009,November,7,0.01,0.1,1.0,1,5,False
2009-11-08,2009,November,8,0.0,0.16,1.0,1,5,False
2009-11-09,2009,November,9,-0.01,0.16,1.0,1,5,False
2009-11-10,2009,November,10,0.0,0.14,1.0,1,5,False
2009-11-11,2009,November,11,-0.01,0.11,0.0,1,5,False
2009-11-12,2009,November,12,-0.01,0.08,0.0,1,5,False
2009-11-13,2009,November,13,0.0,0.15,1.0,1,5,False
2009-11-14,2009,November,14,0.0,0.16,0.0,1,5,False
2009-11-15,2009,November,15,0.01,0.14,1.0,1,5,False
2009-11-16,2009,November,16,0.0,0.18,1.0,1,5,False
2009-11-17,2009,November,17,0.0,0.19,1.0,1,5,False
2009-11-18,2009,November,18,-0.01,0.16,0.0,1,5,False
2009-11-19,2009,November,19,0.03,0.26,1.0,1,5,False
2009-11-20,2009,November,20,0.0,0.26,1.0,1,5,False
2009-11-21,2009,November,21,0.01,0.12,0.0,1,5,False
2009-11-22,2009,November,22,0.0,0.21,0.0,1,1,False
2009-11-23,2009,November,23,0.0,0.22,1.0,1,5,False
2009-11-24,2009,November,24,-0.01,0.16,0.0,1,5,False
2009-11-25,2009,November,25,0.0,0.14,1.0,1,5,False
2009-11-26,2009,November,26,-0.01,0.14,0.0,1,5,False
2009-11-27,2009,November,27,0.01,0.19,1.0,1,5,False
2009-11-28,2009,November,28,0.0,0.21,1.0,1,5,False
2009-11-29,2009,November,29,-0.01,0.14,1.0,1,5,False
2009-11-30,2009,November,30,0.01,0.17,1.0,1,5,False
2009-12-01,2009,Desember,1,-0.01,0.13,0.0,1,5,False
2009-12-02,2009,Desember,2,-0.01,0.17,1.0,1,5,False
2009-12-03,2009,Desember,3,0.0,0.21,1.0,1,5,False
2009-12-04,2009,Desember,4,0.0,0.21,1.0,1,5,False
2009-12-05,2009,Desember,5,-0.01,0.23,1.0,1,5,False
2009-12-06,2009,Desember,6,0.01,0.19,1.0,1,5,False
2009-12-07,2009,Desember,7,0.13,0.31,2.0,1,5,False
2009-12-08,2009,Desember,8,0.08,0.32,3.0,1,5,False
2009-12-09,2009,Desember,9,0.07,0.24,2.0,1,5,False
2009-12-10,2009,Desember,10,0.0,0.11,0.0,1,5,False
2009-12-11,2009,Desember,11,-0.02,0.1,0.0,1,5,False
2009-12-12,2009,Desember,12,-0.01,0.08,0.0,1,5,False
2009-12-13,2009,Desember,13,0.04,0.2,1.0,1,5,False
2009-12-14,2009,Desember,14,-0.01,0.12,0.0,1,5,False
2009-12-15,2009,Desember,15,-0.01,0.12,1.0,1,5,False
2009-12-16,2009,Desember,16,-0.01,0.1,0.0,1,5,False
2009-12-17,2009,Desember,17,-0.01,0.06,0.0,1,5,False
2009-12-18,2009,Desember,18,-0.01,0.08,0.0,1,5,False
2009-12-19,2009,Desember,19,0.0,0.15,1.0,1,5,False
2009-12-20,2009,Desember,20,-0.02,0.14,0.0,1,5,False
2009-12-21,2009,Desember,21,-0.01,0.09,0.0,1,5,False
2009-12-22,2009,Desember,22,-0.01,0.11,0.0,1,5,False
2009-12-23,2009,Desember,23,-0.02,0.14,1.0,1,5,False
2009-12-24,2009,Desember,24,-0.02,0.14,1.0,1,5,False
2009-12-25,2009,Desember,25,-0.02,0.11,0.0,1,5,False
2009-12-26,2009,Desember,26,-0.01,0.12,1.0,1,5,False
2009-12-27,2009,Desember,27,-0.01,0.12,0.0,1,5,False
2009-12-28,2009,Desember,28,-0.01,0.13,1.0,1,5,False
2009-12-29,2009,Desember,29,-0.02,0.14,0.0,1,5,False
2009-12-30,2009,Desember,30,-0.01,0.15,1.0,1,5,False
2009-12-31,2009,Desember,31,-0.01,0.2,1.0,1,5,False
2010-01-01,2010,Januari,1,-0.03,0.18,0.0,1,5,False
2010-01-02,2010,Januari,2,-0.02,0.12,1.0,1,5,False
2010-01-03,2010,Januari,3,-0.01,0.18,1.0,1,5,False
2010-01-04,2010,Januari,4,-0.02,0.2,1.0,1,5,False
2010-01-05,2010,Januari,5,-0.01,0.17,1.0,1,5,False
2010-01-06,2010,Januari,6,0.0,0.19,1.0,1,5,False
2010-01-07,2010,Januari,7,-0.01,0.19,1.0,1,5,False
2010-01-08,2010,Januari,8,-0.01,0.15,0.0,1,5,False
2010-01-09,2010,Januari,9,0.0,0.19,1.0,1,5,False
2010-01-10,2010,Januari,10,0.0,0.24,1.0,1,5,False
2010-01-11,2010,Januari,11,-0.01,0.23,1.0,1,5,False
2010-01-12,2010,Januari,12,-0.02,0.2,1.0,1,5,False
2010-01-13,2010,Januari,13,-0.01,0.14,0.0,1,5,False
2010-01-14,2010,Januari,14,-0.01,0.15,1.0,1,5,False
2010-01-15,2010,Januari,15,-0.02,0.17,1.0,1,5,False
2010-01-16,2010,Januari,16,-0.02,0.13,0.0,1,5,False
2010-01-17,2010,Januari,17,0.0,0.13,1.0,1,5,False
2010-01-18,2010,Januari,18,-0.02,0.16,1.0,1,5,False
2010-01-19,2010,Januari,19,-0.01,0.13,0.0,1,5,False
2010-01-20,2010,Januari,20,0.0,0.16,1.0,1,5,False
2010-01-21,2010,Januari,21,-0.01,0.16,1.0,1,5,False
2010-01-22,2010,Januari,22,-0.01,0.18,1.0,1,5,False
2010-01-23,2010,Januari,23,-0.01,0.2,1.0,1,5,False
2010-01-24,2010,Januari,24,-0.01,0.17,1.0,1,5,False
