Date,Year,Month,Day,RH,Q,S
2015-12-29,2015,Desember,29,75.2,2,1
2015-12-30,2015,Desember,30,73.6,2,1
2015-12-31,2015,Desember,31,72.1,2,1
2016-01-01,2016,Januari,1,73.3,2,1
2016-01-02,2016,Januari,2,76.8,2,1
2016-01-03,2016,Januari,3,76.0,2,1
2016-01-04,2016,Januari,4,76.8,2,1
2016-01-05,2016,Januari,5,76.4,2,1
2016-01-06,2016,Januari,6,73.6,2,1
2016-01-07,2016,Januari,7,75.6,2,1
2016-01-08,2016,Januari,8,77.6,2,1
2016-01-09,2016,Januari,9,76.0,2,1
2016-01-10,2016,Januari,10,75.2,2,1
2016-01-11,2016,Januari,11,70.1,2,1
2016-01-12,2016,Januari,12,67.0,2,1
2016-01-13,2016,Januari,13,69.3,2,1
2016-01-14,2016,Januari,14,72.1,2,1
2016-01-15,2016,Januari,15,75.6,2,1
2016-01-16,2016,Januari,16,74.0,2,1
2016-01-17,2016,Januari,17,71.3,2,1
2016-03-07,2016,Maret,7,80.6,2,1
2016-03-08,2016,Maret,8,80.6,2,1
2016-03-09,2016,Maret,9,81.8,2,1
2016-03-10,2016,Maret,10,81.0,2,1
2016-03-11,2016,Maret,11,,0,0
2016-03-12,2016,Maret,12,75.2,2,5
2016-03-13,2016,Maret,13,76.6,2,5
2016-03-14,2016,Maret,14,76.3,2,5
2016-03-15,2016,Maret,15,73.5,2,5
2016-03-16,2016,Maret,16,75.5,2,5
2016-03-17,2016,Maret,17,76.9,2,5
2016-03-18,2016,Maret,18,72.6,2,5
2016-03-19,2016,Maret,19,70.9,2,5
2016-03-20,2016,Maret,20,67.6,2,5
2016-03-21,2016,Maret,21,68.2,2,5
2016-03-22,2016,Maret,22,69.3,2,5
2016-03-23,2016,Maret,23,69.2,2,5
2016-03-24,2016,Maret,24,74.8,2,5
2016-03-25,2016,Maret,25,75.0,2,5
2016-03-26,2016,Maret,26,76.6,2,5
2016-03-27,2016,Maret,27,83.5,2,5
2016-03-28,2016,Maret,28,80.5,2,5
2016-03-29,2016,Maret,29,79.6,2,5
2016-03-30,2016,Maret,30,77.1,2,5
2016-03-31,2016,Maret,31,76.8,2,5
2016-04-01,2016,April,1,77.1,2,5
2016-04-02,2016,April,2,77.7,2,5
2016-04-03,2016,April,3,76.3,2,5
2016-04-04,2016,April,4,74.8,2,5
2016-04-05,2016,April,5,76.5,2,5
2016-04-06,2016,April,6,78.2,2,5
2016-04-07,2016,April,7,78.2,2,5
2016-04-08,2016,April,8,75.6,2,5
2016-04-09,2016,April,9,73.2,2,5
2016-04-10,2016,April,10,73.9,2,5
2016-04-11,2016,April,11,72.8,2,5
2016-04-12,2016,April,12,74.9,2,5
2016-04-13,2016,April,13,71.2,2,5
2016-04-14,2016,April,14,71.5,2,5
2016-04-15,2016,April,15,72.5,2,5
2016-04-16,2016,April,16,71.0,2,5
2016-04-17,2016,April,17,70.4,2,5
2016-04-18,2016,April,18,71.3,2,5
2016-04-19,2016,April,19,74.8,2,5
2016-04-20,2016,April,20,76.6,2,5
2016-04-21,2016,April,21,75.3,2,5
2016-04-22,2016,April,22,69.9,2,5
2016-04-23,2016,April,23,71.4,2,5
2016-04-24,2016,April,24,73.7,2,5
2016-04-25,2016,April,25,73.7,2,5
2016-04-26,2016,April,26,73.5,2,5
2016-04-27,2016,April,27,70.8,2,5
2016-04-28,2016,April,28,69.2,2,5
2016-04-29,2016,April,29,71.9,2,5
2016-04-30,2016,April,30,72.5,2,5
2016-05-01,2016,Mei,1,74.9,2,5
2016-05-02,2016,Mei,2,71.9,2,5
2016-05-03,2016,Mei,3,73.6,2,5
2016-05-04,2016,Mei,4,74.9,2,5
2016-05-05,2016,Mei,5,76.5,2,5
2016-05-06,2016,Mei,6,76.6,2,5
2016-05-07,2016,Mei,7,75.4,2,5
2016-05-08,2016,Mei,8,74.1,2,5
2016-05-09,2016,Mei,9,77.3,2,5
2016-05-10,2016,Mei,10,78.3,2,5
2016-05-11,2016,Mei,11,73.4,2,5
2016-05-12,2016,Mei,12,79.2,2,5
2016-05-13,2016,Mei,13,75.7,2,5
2016-05-14,2016,Mei,14,78.2,2,5
2016-05-15,2016,Mei,15,84.1,2,5
2016-05-16,2016,Mei,16,80.1,2,5
2016-05-17,2016,Mei,17,80.0,2,5
2016-05-18,2016,Mei,18,84.1,2,5
2016-05-19,2016,Mei,19,79.5,2,5
2016-05-20,2016,Mei,20,79.1,2,5
2016-05-21,2016,Mei,21,83.2,2,5
2016-05-22,2016,Mei,22,81.1,2,5
2016-05-23,2016,Mei,23,80.3,2,5
2016-05-24,2016,Mei,24,80.9,2,5
2016-05-25,2016,Mei,25,80.4,2,5
2016-05-26,2016,Mei,26,81.5,2,5
2016-05-27,2016,Mei,27,81.7,2,5
2016-05-28,2016,Mei,28,79.8,2,5
2016-05-29,2016,Mei,29,79.5,2,5
2016-05-30,2016,Mei,30,80.3,2,5
2016-05-31,2016,Mei,31,81.9,2,5
2016-06-01,2016,Juni,1,81.6,2,5
2016-06-02,2016,Juni,2,81.2,2,5
2016-06-03,2016,Juni,3,81.0,2,5
2016-06-04,2016,Juni,4,81.5,2,5
2016-06-05,2016,Juni,5,79.3,2,5
2016-06-06,2016,Juni,6,76.6,2,5
2016-06-07,2016,Juni,7,77.2,2,5
2016-06-08,2016,Juni,8,79.0,2,5
2016-06-09,2016,Juni,9,80.0,2,5
2016-06-10,2016,Juni,10,80.5,2,5
2016-06-11,2016,Juni,11,81.4,2,5
2016-06-12,2016,Juni,12,80.6,2,5
2016-06-13,2016,Juni,13,81.1,2,5
2016-06-14,2016,Juni,14,84.3,2,5
2016-06-15,2016,Juni,15,82.2,2,5
2016-06-16,2016,Juni,16,80.8,2,5
2016-06-17,2016,Juni,17,79.5,2,5
2016-06-18,2016,Juni,18,80.3,2,5
2016-06-19,2016,Juni,19,83.0,2,5
2016-06-20,2016,Juni,20,82.2,2,5
2016-06-21,2016,Juni,21,84.4,2,5
2016-06-22,2016,Juni,22,83.2,2,5
2016-06-23,2016,Juni,23,85.0,2,5
2016-06-24,2016,Juni,24,85.8,2,5
2016-06-25,2016,Juni,25,86.8,2,5
2016-06-26,2016,Juni,26,85.5,2,5
2016-06-27,2016,Juni,27,83.8,2,5
2016-06-28,2016,Juni,28,84.6,2,5
2016-06-29,2016,Juni,29,85.2,2,5
2016-06-30,2016,Juni,30,86.1,2,5
2016-07-01,2016,Juli,1,87.6,2,5
2016-07-02,2016,Juli,2,87.5,2,5
2016-07-03,2016,Juli,3,87.2,2,5
2016-07-04,2016,Juli,4,85.2,2,5
2016-07-05,2016,Juli,5,86.9,2,5
2016-07-06,2016,Juli,6,84.9,2,5
2016-07-07,2016,Juli,7,83.9,2,5
2016-07-08,2016,Juli,8,82.8,2,5
2016-07-09,2016,Juli,9,82.8,2,5
2016-07-10,2016,Juli,10,83.5,2,5
2016-07-11,2016,Juli,11,84.0,2,5
2016-07-12,2016,Juli,12,84.2,2,5
2016-07-13,2016,Juli,13,83.3,2,5
2016-07-14,2016,Juli,14,81.9,2,5
2016-07-15,2016,Juli,15,82.9,2,5
2016-07-16,2016,Juli,16,82.7,2,5
2016-07-17,2016,Juli,17,81.4,2,5
2016-07-18,2016,Juli,18,80.5,2,5
2016-07-19,2016,Juli,19,83.7,2,5
2016-07-20,2016,Juli,20,87.7,2,5
2016-07-21,2016,Juli,21,86.1,2,5
2016-07-22,2016,Juli,22,82.5,2,5
2016-07-23,2016,Juli,23,82.8,2,5
2016-07-24,2016,Juli,24,83.4,2,5
2016-07-25,2016,Juli,25,83.5,2,5
2016-07-26,2016,Juli,26,84.6,2,5
2016-07-27,2016,Juli,27,80.8,2,5
2016-07-28,2016,Juli,28,80.2,2,5
2016-07-29,2016,Juli,29,79.8,2,5
2016-07-30,2016,Juli,30,79.9,2,5
2016-07-31,2016,Juli,31,80.4,2,5
2016-08-01,2016,Agustus,1,80.3,2,5
2016-08-02,2016,Agustus,2,81.6,2,5
2016-08-03,2016,Agustus,3,80.2,2,5
2016-08-04,2016,Agustus,4,81.8,2,5
2016-08-05,2016,Agustus,5,83.5,2,5
2016-08-06,2016,Agustus,6,83.3,2,5
2016-08-07,2016,Agustus,7,83.2,2,5
2016-08-08,2016,Agustus,8,82.9,2,5
2016-08-09,2016,Agustus,9,82.6,2,5
2016-08-10,2016,Agustus,10,82.6,2,5
2016-08-11,2016,Agustus,11,83.1,2,5
2016-08-12,2016,Agustus,12,80.8,2,5
2016-08-13,2016,Agustus,13,81.2,2,5
2016-08-14,2016,Agustus,14,80.1,2,5
2016-08-15,2016,Agustus,15,79.9,2,5
2016-08-16,2016,Agustus,16,80.7,2,5
2016-08-17,2016,Agustus,17,79.9,2,5
2016-08-18,2016,Agustus,18,80.6,2,5
2016-08-19,2016,Agustus,19,81.8,2,5
2016-08-20,2016,Agustus,20,81.8,2,5
2016-08-21,2016,Agustus,21,81.5,2,5
2016-08-22,2016,Agustus,22,83.2,2,5
2016-08-23,2016,Agustus,23,84.2,2,5
2016-08-24,2016,Agustus,24,83.8,2,5
2016-08-25,2016,Agustus,25,84.5,2,5
2016-08-26,2016,Agustus,26,88.3,2,5
2016-08-27,2016,Agustus,27,85.1,2,5
2016-08-28,2016,Agustus,28,83.7,2,5
2016-08-29,2016,Agustus,29,82.0,2,5
2016-08-30,2016,Agustus,30,84.2,2,5
2016-08-31,2016,Agustus,31,84.0,2,5
2016-09-01,2016,September,1,82.9,2,5
2016-09-02,2016,September,2,83.1,2,5
2016-09-03,2016,September,3,82.8,2,5
2016-09-04,2016,September,4,81.8,2,5
2016-09-05,2016,September,5,82.2,2,5
2016-09-06,2016,September,6,81.8,2,5
2016-09-07,2016,September,7,83.1,2,5
2016-09-08,2016,September,8,80.6,2,5
2016-09-09,2016,September,9,78.2,2,5
2016-09-10,2016,September,10,79.3,2,5
2016-09-11,2016,September,11,80.6,2,5
2016-09-12,2016,September,12,81.5,2,5
2016-09-13,2016,September,13,82.3,2,5
2016-09-14,2016,September,14,82.8,2,5
2016-09-15,2016,September,15,83.6,2,5
2016-09-16,2016,September,16,82.6,2,5
2016-09-17,2016,September,17,82.0,2,5
2016-09-18,2016,September,18,84.2,2,5
2016-09-19,2016,September,19,83.5,2,5
2016-09-20,2016,September,20,82.5,2,5
2016-09-21,2016,September,21,81.3,2,5
2016-09-22,2016,September,22,80.3,2,5
2016-09-23,2016,September,23,80.6,2,5
2016-09-24,2016,September,24,80.2,2,5
2016-09-25,2016,September,25,80.4,2,5
2016-09-26,2016,September,26,79.3,2,5
2016-09-27,2016,September,27,79.8,2,5
2016-09-28,2016,September,28,79.7,2,5
2016-09-29,2016,September,29,79.1,2,5
2016-09-30,2016,September,30,80.3,2,5
2016-10-01,2016,Oktober,1,80.6,2,5
2016-10-02,2016,Oktober,2,78.7,2,5
2016-10-03,2016,Oktober,3,80.2,2,5
2016-10-04,2016,Oktober,4,81.2,2,5
2016-10-05,2016,Oktober,5,81.8,2,5
2016-10-06,2016,Oktober,6,82.3,2,5
2016-10-07,2016,Oktober,7,81.2,2,5
2016-10-08,2016,Oktober,8,79.6,2,5
2016-10-09,2016,Oktober,9,76.8,2,5
2016-10-10,2016,Oktober,10,80.1,2,5
2016-10-11,2016,Oktober,11,81.2,2,5
2016-10-12,2016,Oktober,12,81.5,2,5
2016-10-13,2016,Oktober,13,82.1,2,5
2016-10-14,2016,Oktober,14,83.1,2,5
2016-10-15,2016,Oktober,15,81.9,2,5
2016-10-16,2016,Oktober,16,84.4,2,5
2016-10-17,2016,Oktober,17,84.3,2,5
2016-10-18,2016,Oktober,18,83.4,2,5
2016-10-19,2016,Oktober,19,85.6,2,5
2016-10-20,2016,Oktober,20,85.4,2,5
2016-10-21,2016,Oktober,21,83.3,2,5
2016-10-22,2016,Oktober,22,82.1,2,5
2016-10-23,2016,Oktober,23,82.8,2,5
2016-10-24,2016,Oktober,24,82.6,2,5
2016-10-25,2016,Oktober,25,79.6,2,5
2016-10-26,2016,Oktober,26,74.8,2,5
2016-10-27,2016,Oktober,27,72.6,2,5
2016-10-28,2016,Oktober,28,76.7,2,5
2016-10-29,2016,Oktober,29,72.7,2,5
2016-10-30,2016,Oktober,30,73.7,2,5
2016-10-31,2016,Oktober,31,72.2,2,5
2016-11-01,2016,November,1,72.6,2,5
2016-11-02,2016,November,2,76.4,2,5
2016-11-03,2016,November,3,85.6,2,5
2016-11-04,2016,November,4,87.0,2,5
2016-11-05,2016,November,5,83.7,2,5
2016-11-06,2016,November,6,81.4,2,5
2016-11-07,2016,November,7,76.6,2,5
2016-11-08,2016,November,8,69.2,2,5
2016-11-09,2016,November,9,75.9,2,5
2016-11-10,2016,November,10,73.0,2,5
2016-11-11,2016,November,11,74.2,2,5
2016-11-12,2016,November,12,75.9,2,5
2016-11-13,2016,November,13,79.6,2,5
2016-11-14,2016,November,14,81.9,2,5
2016-11-15,2016,November,15,84.0,2,5
2016-11-16,2016,November,16,81.4,2,5
2016-11-17,2016,November,17,82.1,2,5
2016-11-18,2016,November,18,84.0,2,5
2016-11-19,2016,November,19,83.9,2,5
2016-11-20,2016,November,20,83.7,2,5
2016-11-21,2016,November,21,82.1,2,5
2016-11-22,2016,November,22,81.9,2,5
2016-11-23,2016,November,23,86.9,2,5
2016-11-24,2016,November,24,84.1,2,5
2016-11-25,2016,November,25,85.3,2,5
2016-11-26,2016,November,26,83.2,2,5
2016-11-27,2016,November,27,83.6,2,5
2016-11-28,2016,November,28,84.4,2,5
2016-11-29,2016,November,29,84.4,2,5
2016-11-30,2016,November,30,77.8,2,5
2016-12-01,2016,Desember,1,78.2,2,5
2016-12-02,2016,Desember,2,78.7,2,5
2016-12-03,2016,Desember,3,81.7,2,5
2016-12-04,2016,Desember,4,81.7,2,5
2016-12-05,2016,Desember,5,83.4,2,5
2016-12-06,2016,Desember,6,83.5,2,5
2016-12-07,2016,Desember,7,82.2,2,5
2016-12-08,2016,Desember,8,82.7,2,5
2016-12-09,2016,Desember,9,77.7,2,5
2016-12-10,2016,Desember,10,70.3,2,5
2016-12-11,2016,Desember,11,76.0,2,5
2016-12-12,2016,Desember,12,81.0,2,5
2016-12-13,2016,Desember,13,80.8,2,5
2016-12-14,2016,Desember,14,78.9,2,5
2016-12-15,2016,Desember,15,78.7,2,5
2016-12-16,2016,Desember,16,79.3,2,5
2016-12-17,2016,Desember,17,78.6,2,5
2016-12-18,2016,Desember,18,80.2,2,5
2016-12-19,2016,Desember,19,78.2,2,5
2016-12-20,2016,Desember,20,79.5,2,5
2016-12-21,2016,Desember,21,74.4,2,5
2016-12-22,2016,Desember,22,75.3,2,5
2016-12-23,2016,Desember,23,77.2,2,5
2016-12-24,2016,Desember,24,83.2,2,5
2016-12-25,2016,Desember,25,81.7,2,5
2016-12-26,2016,Desember,26,83.5,2,5
2016-12-27,2016,Desember,27,81.1,2,5
2016-12-28,2016,Desember,28,80.6,2,5
2016-12-29,2016,Desember,29,78.7,2,5
2016-12-30,2016,Desember,30,85.0,2,5
2016-12-31,2016,Desember,31,81.5,2,5
2017-01-01,2017,Januari,1,83.7,2,5
2017-01-02,2017,Januari,2,85.3,2,5
2017-01-03,2017,Januari,3,84.6,2,5
2017-01-04,2017,Januari,4,84.6,2,5
2017-01-05,2017,Januari,5,81.8,2,5
2017-01-06,2017,Januari,6,78.8,2,5
2017-01-07,2017,Januari,7,78.7,2,5
2017-01-08,2017,Januari,8,83.3,2,5
2017-01-09,2017,Januari,9,82.8,2,5
2017-01-10,2017,Januari,10,79.8,2,5
2017-01-11,2017,Januari,11,69.2,2,5
2017-01-12,2017,Januari,12,67.2,2,5
2017-01-13,2017,Januari,13,69.8,2,5
2017-01-14,2017,Januari,14,68.6,2,1
2017-01-15,2017,Januari,15,70.2,2,1
2017-01-16,2017,Januari,16,74.5,2,1
2017-01-17,2017,Januari,17,75.8,2,1
2017-01-18,2017,Januari,18,80.8,2,1
2017-01-19,2017,Januari,19,84.4,2,1
2017-01-20,2017,Januari,20,83.6,2,1
2017-01-21,2017,Januari,21,85.4,2,1
2017-01-22,2017,Januari,22,87.3,2,1
2017-01-23,2017,Januari,23,82.8,2,1
2017-01-24,2017,Januari,24,82.2,2,1
2017-01-25,2017,Januari,25,84.5,2,1
2017-01-26,2017,Januari,26,83.4,2,1
2017-01-27,2017,Januari,27,85.8,2,1
2017-01-28,2017,Januari,28,84.0,2,1
2017-01-29,2017,Januari,29,79.8,2,1
2017-01-30,2017,Januari,30,73.3,2,1
2017-01-31,2017,Januari,31,70.5,2,1
2017-02-01,2017,Februari,1,69.3,2,1
2017-02-02,2017,Februari,2,75.9,2,1
2017-02-03,2017,Februari,3,75.1,2,1
2017-02-04,2017,Februari,4,78.0,2,1
2017-02-05,2017,Februari,5,81.4,2,1
2017-02-06,2017,Februari,6,80.5,2,1
2017-02-07,2017,Februari,7,78.3,2,1
2017-02-08,2017,Februari,8,71.0,2,1
2017-02-09,2017,Februari,9,65.2,2,1
2017-02-10,2017,Februari,10,58.7,2,1
2017-02-11,2017,Februari,11,62.4,2,1
2017-02-12,2017,Februari,12,79.0,2,1
2017-02-13,2017,Februari,13,81.8,2,1
2017-02-14,2017,Februari,14,79.5,2,1
2017-02-15,2017,Februari,15,77.0,2,1
2017-02-16,2017,Februari,16,76.2,2,1
2017-02-17,2017,Februari,17,78.7,2,1
2017-02-18,2017,Februari,18,78.9,2,1
2017-02-19,2017,Februari,19,77.9,2,1
2017-02-20,2017,Februari,20,76.6,2,1
2017-02-21,2017,Februari,21,75.5,2,1
2017-02-22,2017,Februari,22,76.6,2,1
2017-02-23,2017,Februari,23,79.0,2,1
2017-02-24,2017,Februari,24,80.9,2,1
2017-02-25,2017,Februari,25,84.1,2,1
2017-02-26,2017,Februari,26,83.2,2,1
2017-02-27,2017,Februari,27,81.6,2,1
2017-02-28,2017,Februari,28,79.7,2,1
2017-03-01,2017,Maret,1,85.3,2,1
2017-03-02,2017,Maret,2,83.6,2,1
2017-03-03,2017,Maret,3,81.6,2,1
2017-03-04,2017,Maret,4,80.4,2,1
2017-03-05,2017,Maret,5,79.9,2,1
2017-03-06,2017,Maret,6,79.1,2,1
2017-03-07,2017,Maret,7,78.2,2,1
2017-03-08,2017,Maret,8,77.8,2,1
2017-03-09,2017,Maret,9,76.7,2,1
2017-03-10,2017,Maret,10,78.3,2,1
2017-03-11,2017,Maret,11,76.8,2,1
2017-03-12,2017,Maret,12,75.3,2,1
2017-03-13,2017,Maret,13,72.9,2,1
2017-03-14,2017,Maret,14,74.3,2,1
2017-03-15,2017,Maret,15,72.1,2,1
2017-03-16,2017,Maret,16,68.9,2,1
2017-03-17,2017,Maret,17,64.3,2,1
2017-03-18,2017,Maret,18,64.8,2,1
2017-03-19,2017,Maret,19,64.4,2,1
2017-03-20,2017,Maret,20,65.6,2,1
2017-03-21,2017,Maret,21,67.1,2,1
2017-03-22,2017,Maret,22,69.9,2,1
2018-11-18,2018,November,18,86.5,2,1
2018-11-19,2018,November,19,82.7,2,1
2018-11-20,2018,November,20,83.3,2,1
2018-11-21,2018,November,21,80.1,2,1
2018-11-22,2018,November,22,81.2,2,1
2018-11-23,2018,November,23,79.6,2,1
2018-11-24,2018,November,24,79.7,2,1
2018-11-25,2018,November,25,77.5,2,1
2018-11-26,2018,November,26,78.7,2,1
2018-11-27,2018,November,27,77.4,2,1
2018-11-28,2018,November,28,76.1,2,1
2018-11-29,2018,November,29,76.8,2,1
2018-11-30,2018,November,30,81.9,2,1
2018-12-01,2018,Desember,1,84.1,2,1
2018-12-02,2018,Desember,2,82.6,2,1
2018-12-03,2018,Desember,3,81.0,2,1
2018-12-04,2018,Desember,4,83.2,2,1
2018-12-05,2018,Desember,5,85.3,2,1
2018-12-06,2018,Desember,6,84.4,2,1
2018-12-07,2018,Desember,7,82.6,2,1
2018-12-08,2018,Desember,8,83.8,2,1
2018-12-09,2018,Desember,9,82.0,2,1
2018-12-10,2018,Desember,10,83.5,2,1
2018-12-11,2018,Desember,11,85.1,2,1
2018-12-12,2018,Desember,12,87.1,2,1
2018-12-13,2018,Desember,13,87.6,2,1
2018-12-14,2018,Desember,14,85.4,2,1
2018-12-15,2018,Desember,15,83.4,2,1
2018-12-16,2018,Desember,16,83.8,2,1
2018-12-17,2018,Desember,17,80.8,2,1
2018-12-18,2018,Desember,18,84.5,2,1
2018-12-19,2018,Desember,19,86.9,2,1
2018-12-20,2018,Desember,20,87.9,2,1
2018-12-21,2018,Desember,21,80.3,2,1
2018-12-22,2018,Desember,22,81.8,2,1
2018-12-23,2018,Desember,23,81.9,2,1
2018-12-24,2018,Desember,24,81.0,2,1
2018-12-25,2018,Desember,25,80.9,2,1
2018-12-26,2018,Desember,26,78.9,2,1
2018-12-27,2018,Desember,27,71.4,2,1
2018-12-28,2018,Desember,28,69.2,2,1
2018-12-29,2018,Desember,29,68.1,2,1
2018-12-30,2018,Desember,30,77.2,2,1
2018-12-31,2018,Desember,31,79.2,2,1
2019-01-01,2019,Januari,1,80.5,2,1
2019-01-02,2019,Januari,2,81.0,2,1
2019-01-03,2019,Januari,3,80.7,2,1
2019-01-04,2019,Januari,4,76.4,2,1
2019-01-05,2019,Januari,5,73.2,2,1
2019-01-06,2019,Januari,6,81.6,2,1
2019-01-07,2019,Januari,7,85.6,2,1
2019-01-08,2019,Januari,8,79.7,2,1
2019-01-09,2019,Januari,9,80.2,2,1
2019-01-10,2019,Januari,10,79.7,2,1
2019-01-11,2019,Januari,11,79.4,2,1
2019-01-12,2019,Januari,12,80.1,2,1
2019-01-13,2019,Januari,13,77.7,2,1
2019-01-14,2019,Januari,14,82.0,2,1
2019-01-15,2019,Januari,15,81.3,2,1
2019-01-16,2019,Januari,16,76.1,2,1
2019-01-17,2019,Januari,17,76.8,2,1
2019-01-18,2019,Januari,18,79.9,2,1
2019-01-19,2019,Januari,19,82.4,2,1
2019-01-20,2019,Januari,20,82.6,2,1
2019-01-21,2019,Januari,21,81.3,2,1
2019-01-22,2019,Januari,22,86.9,2,1
2019-01-23,2019,Januari,23,83.1,2,1
2019-01-24,2019,Januari,24,80.6,2,1
2019-01-25,2019,Januari,25,76.1,2,1
2019-01-26,2019,Januari,26,76.2,2,1
2019-01-27,2019,Januari,27,74.6,2,1
2019-01-28,2019,Januari,28,75.4,2,1
2019-01-29,2019,Januari,29,74.7,2,1
2019-01-30,2019,Januari,30,74.1,2,1
2019-01-31,2019,Januari,31,80.0,2,1
2019-02-01,2019,Februari,1,81.1,2,1
2019-02-02,2019,Februari,2,81.8,2,1
2019-02-03,2019,Februari,3,80.0,2,1
2019-02-04,2019,Februari,4,82.5,2,1
2019-02-05,2019,Februari,5,79.4,2,1
2019-02-06,2019,Februari,6,76.9,2,1
2019-02-07,2019,Februari,7,80.0,2,1
2019-02-08,2019,Februari,8,79.7,2,1
2019-02-09,2019,Februari,9,79.2,2,1
2019-02-10,2019,Februari,10,79.8,2,1
2019-02-11,2019,Februari,11,78.9,2,1
2019-02-12,2019,Februari,12,79.4,2,1
2019-02-13,2019,Februari,13,79.4,2,1
2019-02-14,2019,Februari,14,80.0,2,1
2019-02-15,2019,Februari,15,79.3,2,1
2019-02-16,2019,Februari,16,78.4,2,1
2019-02-17,2019,Februari,17,77.9,2,1
2019-02-18,2019,Februari,18,75.1,2,1
2019-02-19,2019,Februari,19,72.4,2,1
2019-02-20,2019,Februari,20,71.8,2,1
2019-02-21,2019,Februari,21,71.7,2,1
2019-02-22,2019,Februari,22,75.5,2,1
2019-02-23,2019,Februari,23,76.6,2,1
2019-02-24,2019,Februari,24,81.1,2,1
2019-02-25,2019,Februari,25,79.5,2,1
2019-02-26,2019,Februari,26,76.0,2,1
2019-02-27,2019,Februari,27,76.0,2,1
2019-02-28,2019,Februari,28,79.3,2,1
2019-03-01,2019,Maret,1,79.9,2,1
2019-03-02,2019,Maret,2,78.5,2,1
2019-03-03,2019,Maret,3,76.4,2,1
2019-03-04,2019,Maret,4,76.7,2,1
2019-03-05,2019,Maret,5,80.0,2,1
2019-03-06,2019,Maret,6,73.5,2,1
2019-03-07,2019,Maret,7,67.8,2,1
2019-03-08,2019,Maret,8,71.0,2,1
2019-03-09,2019,Maret,9,72.1,2,1
2019-03-10,2019,Maret,10,70.7,2,1
2019-03-11,2019,Maret,11,67.8,2,1
2019-03-12,2019,Maret,12,70.1,2,1
2019-03-13,2019,Maret,13,70.2,2,1
2019-03-14,2019,Maret,14,68.9,2,1
2019-03-15,2019,Maret,15,73.1,2,1
2019-03-16,2019,Maret,16,76.6,2,1
2019-03-17,2019,Maret,17,74.0,2,1
2019-03-18,2019,Maret,18,74.4,2,1
2019-03-19,2019,Maret,19,76.4,2,1
2019-03-20,2019,Maret,20,77.4,2,1
2019-03-21,2019,Maret,21,78.3,2,1
2019-03-22,2019,Maret,22,75.9,2,1
2019-03-23,2019,Maret,23,70.6,2,1
2019-03-24,2019,Maret,24,69.9,2,1
2019-03-25,2019,Maret,25,71.4,2,1
2019-03-26,2019,Maret,26,71.3,2,1
2019-03-27,2019,Maret,27,75.8,2,1
2019-03-28,2019,Maret,28,79.9,2,1
2019-03-29,2019,Maret,29,77.2,2,1
2019-03-30,2019,Maret,30,76.0,2,1
2019-03-31,2019,Maret,31,75.2,2,1
2019-04-01,2019,April,1,74.2,2,1
2019-04-02,2019,April,2,75.9,2,1
2019-04-03,2019,April,3,78.0,2,1
2019-04-04,2019,April,4,77.2,2,1
2019-04-05,2019,April,5,74.6,2,1
2019-04-06,2019,April,6,76.7,2,1
2019-04-07,2019,April,7,77.2,2,1
2019-04-08,2019,April,8,77.3,2,1
2019-04-09,2019,April,9,77.9,2,1
2019-04-10,2019,April,10,77.4,2,1
2019-04-11,2019,April,11,75.0,2,1
2019-04-12,2019,April,12,73.0,2,1
2019-04-13,2019,April,13,69.1,2,1
2019-04-14,2019,April,14,69.1,2,1
2019-04-15,2019,April,15,71.7,2,1
2019-04-16,2019,April,16,76.8,2,1
2019-04-17,2019,April,17,73.6,2,1
2019-04-18,2019,April,18,75.0,2,1
2019-04-19,2019,April,19,72.0,2,1
2019-04-20,2019,April,20,72.7,2,1
2019-04-21,2019,April,21,73.6,2,1
2019-04-22,2019,April,22,71.2,2,1
2019-04-23,2019,April,23,74.1,2,1
2019-04-24,2019,April,24,76.2,2,1
2019-04-25,2019,April,25,77.1,2,1
2019-04-26,2019,April,26,75.9,2,1
2019-04-27,2019,April,27,81.5,2,1
2019-04-28,2019,April,28,86.4,2,1
2019-04-29,2019,April,29,87.5,2,1
2019-04-30,2019,April,30,84.6,2,1
2019-05-01,2019,Mei,1,85.2,2,1
2019-05-02,2019,Mei,2,85.3,2,1
2019-05-03,2019,Mei,3,85.4,2,1
2019-05-04,2019,Mei,4,83.2,2,1
2019-05-05,2019,Mei,5,82.7,2,1
2019-05-06,2019,Mei,6,81.3,2,1
2019-05-07,2019,Mei,7,80.3,2,1
2019-05-08,2019,Mei,8,77.8,2,1
2019-05-09,2019,Mei,9,79.1,2,1
2019-05-10,2019,Mei,10,80.1,2,1
2019-05-11,2019,Mei,11,81.9,2,1
2019-05-12,2019,Mei,12,82.5,2,1
2019-05-13,2019,Mei,13,78.9,2,1
2019-05-14,2019,Mei,14,78.0,2,1
2019-05-15,2019,Mei,15,78.8,2,1
2019-05-16,2019,Mei,16,79.7,2,1
2019-05-17,2019,Mei,17,79.3,2,1
2019-05-18,2019,Mei,18,79.7,2,1
2019-05-19,2019,Mei,19,79.2,2,1
2019-05-20,2019,Mei,20,80.2,2,1
2019-05-21,2019,Mei,21,77.1,2,1
2019-05-22,2019,Mei,22,78.3,2,1
2019-05-23,2019,Mei,23,76.5,2,1
2019-05-24,2019,Mei,24,77.6,2,1
2019-05-25,2019,Mei,25,78.1,2,1
2019-05-26,2019,Mei,26,79.3,2,1
