Tanggal,Suhu,Kelembaban,Curah_Hujan
5/10/2016,28.2,86,
5/11/2016,29.1,80,53.7
5/12/2016,28.6,83,
5/13/2016,,,
5/14/2016,28.7,84,1
5/15/2016,26.1,89,9.5
5/16/2016,28.8,79,49
5/17/2016,,,
5/18/2016,29.5,77,
5/19/2016,30.9,71,
5/20/2016,,,
5/21/2016,27.2,84,3
5/22/2016,28.9,75,
5/23/2016,28.9,73,
5/24/2016,29.9,68,16
5/25/2016,28.6,73,
5/26/2016,27.8,75,3
5/27/2016,27.8,79,31.5
5/28/2016,26,87,7.7
5/29/2016,27.6,82,41.7
5/30/2016,27.1,84,5.5
5/31/2016,28.8,79,21.8
6/1/2016,27.3,81,2
6/2/2016,26.9,78,17.5
6/3/2016,,,
6/4/2016,29.8,66,
6/5/2016,29.6,72,
6/6/2016,28.9,75,
6/7/2016,30.1,72,
6/8/2016,28.9,68,
6/9/2016,28.4,69,
6/10/2016,28.9,72,
6/11/2016,29.9,73,
6/12/2016,,,
6/13/2016,26.9,81,
6/14/2016,27.3,79,8888
6/15/2016,28.6,69,
6/16/2016,26.8,76,1.5
6/17/2016,25.3,83,11
6/18/2016,27.6,73,20.5
6/19/2016,28.3,72,
6/20/2016,27.8,68,
6/21/2016,27.1,77,8888
6/22/2016,29.3,65,2
6/23/2016,27.3,75,
6/24/2016,,,
6/25/2016,29.9,55,8888
6/26/2016,31.3,58,8888
6/27/2016,30.9,59,
6/28/2016,28.2,70,
6/29/2016,29.3,69,
6/30/2016,28.7,72,8888
7/1/2016,29.8,71,
7/2/2016,29.4,69,
7/3/2016,29.3,71,
7/4/2016,29,76,
7/5/2016,29.5,67,
7/6/2016,26.8,78,10.3
7/7/2016,25.6,80,6
7/8/2016,29.2,71,22
7/9/2016,27.8,78,
7/10/2016,30.5,60,6
7/11/2016,29.5,59,
7/12/2016,30.2,58,
7/13/2016,28.3,71,
7/14/2016,28.4,69,
7/15/2016,28.9,64,0.8
7/16/2016,27.5,76,
7/17/2016,26.5,81,
7/18/2016,25.6,87,13
7/19/2016,27.3,78,2
7/20/2016,25.7,82,0.5
7/21/2016,27.5,76,16.5
7/22/2016,28.3,75,
7/23/2016,27.4,78,
7/24/2016,27.1,79,3.5
7/25/2016,27.8,76,
7/26/2016,27.2,78,
7/27/2016,28,74,
7/28/2016,27.1,64,
7/29/2016,27.8,69,
7/30/2016,27.7,74,
7/31/2016,28.5,71,
8/1/2016,30.1,60,
8/2/2016,30.7,49,1.5
8/3/2016,30.7,51,
8/4/2016,29.1,63,
8/5/2016,,,
8/6/2016,30,61,
8/7/2016,28,70,
8/8/2016,30.1,60,0.4
8/9/2016,28.5,65,
8/10/2016,28.1,65,3.5
8/11/2016,28.7,64,2.3
8/12/2016,27.7,72,
8/13/2016,29.5,56,16
8/14/2016,29.3,64,
8/15/2016,28.6,63,1.2
8/16/2016,30,61,25.3
8/17/2016,29.5,66,
8/18/2016,29.7,63,
8/19/2016,29,66,1.5
8/20/2016,,,
8/21/2016,28.9,68,1.6
8/22/2016,29.8,63,
8/23/2016,26.2,85,
8/24/2016,24.9,93,126
8/25/2016,26.5,80,87.8
8/26/2016,26.8,76,30
8/27/2016,27.9,74,59
8/28/2016,27.8,75,4
8/29/2016,28.6,68,
8/30/2016,,,
8/31/2016,26.2,85,28.8
9/1/2016,27.6,76,
9/2/2016,27,80,
9/3/2016,27.4,74,
9/4/2016,,,
9/5/2016,28.3,70,4
9/6/2016,26.8,75,1.2
9/7/2016,28.6,70,22.4
9/8/2016,25.9,86,0.5
9/9/2016,26.7,77,6.2
9/10/2016,27.4,72,
9/11/2016,28.1,69,
9/12/2016,28.1,68,0.7
9/13/2016,29.3,61,8888
9/14/2016,29.4,62,
9/15/2016,28.7,62,
9/16/2016,29.4,62,8888
9/17/2016,27.7,73,
9/18/2016,28.5,68,4.7
9/19/2016,27.2,70,
9/20/2016,28.4,65,7
9/21/2016,29.7,56,2.5
9/22/2016,30.4,57,2
9/23/2016,29.8,62,
9/24/2016,29.6,59,
9/25/2016,29.7,62,
9/26/2016,29.7,61,
9/27/2016,28.2,71,1.5
9/28/2016,27.9,72,4.6
9/29/2016,28.9,62,2.8
9/30/2016,30,58,1
10/1/2016,30,57,
10/2/2016,29.5,62,
10/3/2016,29,63,
10/4/2016,29.3,63,
10/5/2016,27.7,71,17.5
10/6/2016,27.6,75,3
10/7/2016,29.3,62,2
10/8/2016,,,
10/9/2016,29.4,63,
10/10/2016,28.7,70,
10/11/2016,28.2,69,6.5
10/12/2016,29.7,65,2.2
10/13/2016,29.6,67,
10/14/2016,27.9,77,
10/15/2016,28.6,68,1
10/16/2016,26,84,8
10/17/2016,25.2,88,43.1
10/18/2016,26.3,85,80
10/19/2016,25.7,87,60.5
10/20/2016,26.3,84,33.5
10/21/2016,26.5,79,16.5
10/22/2016,,,
10/23/2016,27.6,72,8888
10/24/2016,27.2,77,33.7
10/25/2016,26,91,34.5
10/26/2016,27.5,75,11
10/27/2016,28.2,72,
10/28/2016,27.8,78,
10/29/2016,26.5,86,
10/30/2016,26.9,85,1.5
10/31/2016,27.7,77,8888
11/1/2016,28.1,74,
11/2/2016,26.6,85,
11/3/2016,26.8,84,10.4
11/4/2016,26,86,7
11/5/2016,27.1,83,4.2
11/6/2016,27.1,79,22
11/7/2016,24.2,94,59
11/8/2016,26.1,90,103.1
11/9/2016,26.9,85,54.7
11/10/2016,27.3,84,1
11/11/2016,27.7,82,19
11/12/2016,26.4,88,
11/13/2016,26.7,86,9.1
11/14/2016,26.2,90,
11/15/2016,26.3,88,4.7
11/16/2016,27.7,83,21.5
11/17/2016,26.6,87,2.5
11/18/2016,26.7,91,77
11/19/2016,27,85,19
11/20/2016,27.6,81,0.7
11/21/2016,28.2,80,
11/22/2016,28.2,82,
11/23/2016,26.5,87,
11/24/2016,27.5,83,5
11/25/2016,28,80,2
11/26/2016,27.5,84,
11/27/2016,25.7,92,0.5
11/28/2016,27.2,83,55
11/29/2016,27.2,82,1
11/30/2016,27.3,82,12.5
12/1/2016,25.3,89,
12/2/2016,25.9,86,7.5
12/3/2016,24.7,93,13
12/4/2016,26.4,89,49.6
12/5/2016,26.4,89,4.1
12/6/2016,27.2,84,11
12/7/2016,27.5,81,7.6
12/8/2016,28.8,67,0.6
12/9/2016,25.8,82,8888
12/10/2016,28.3,70,3
12/11/2016,27.4,73,
12/12/2016,27.2,74,
12/13/2016,26.1,84,2.5
12/14/2016,26.6,85,5.3
12/15/2016,27,79,14.5
12/16/2016,27.5,78,
12/17/2016,26.8,84,
12/18/2016,26.9,84,7
12/19/2016,26.7,86,30.5
12/20/2016,26.5,87,2
12/21/2016,25.6,88,0.6
12/22/2016,25.5,90,15.5
12/23/2016,25.6,89,2.7
12/24/2016,26.6,86,14.3
12/25/2016,26.7,84,7.5
12/26/2016,26.9,83,1.2
12/27/2016,27.8,79,
12/28/2016,26.4,84,
12/29/2016,26.6,82,
12/30/2016,27.2,77,
12/31/2016,27.4,80,
1/1/2017,26.9,82,
1/2/2017,26.3,84,74.8
1/3/2017,25.8,86,2
1/4/2017,24.9,92,
1/5/2017,25.5,89,9.5
1/6/2017,25.1,90,39.6
1/7/2017,25.2,92,22.4
1/8/2017,27.9,76,21.5
1/9/2017,28.2,70,
1/10/2017,26.9,67,
1/11/2017,27.1,75,
1/12/2017,26.2,86,8888
1/13/2017,26.4,87,9.3
1/14/2017,26.9,84,8888
1/15/2017,26.7,85,
1/16/2017,26,86,
1/17/2017,25.6,89,8
1/18/2017,26.4,84,5
1/19/2017,26.2,86,37
1/20/2017,25,91,72.8
1/21/2017,27,83,8.2
1/22/2017,,,
1/23/2017,24.4,93,1.5
1/24/2017,24.7,88,11.4
1/25/2017,27.1,77,8888
1/26/2017,26.9,82,
1/27/2017,27,83,0.9
1/28/2017,26.4,82,1.5
1/29/2017,27.6,77,
1/30/2017,26.9,79,
1/31/2017,26.3,80,
2/1/2017,27.1,79,
2/2/2017,28.1,75,
2/3/2017,,,
2/4/2017,26.7,84,1
2/5/2017,27.1,79,17
2/6/2017,27.3,78,
2/7/2017,27.3,80,
2/8/2017,27.4,76,
2/9/2017,27.2,76,
2/10/2017,26.6,74,
2/11/2017,27.2,75,
2/12/2017,26.9,75,
2/13/2017,27,80,
2/14/2017,27.6,73,1
2/15/2017,26.7,79,
2/16/2017,26.7,76,
2/17/2017,26.7,77,
2/18/2017,27.4,78,8888
2/19/2017,27.4,80,3
2/20/2017,27.3,80,
2/21/2017,27.3,80,5
2/22/2017,27.7,80,
2/23/2017,26.6,83,
2/24/2017,27.1,78,8.6
2/25/2017,26.6,83,
2/26/2017,26.3,84,2.1
2/27/2017,27.6,80,15.7
2/28/2017,26,86,
3/1/2017,27.3,80,18.4
3/2/2017,,,
3/3/2017,26.4,84,4.2
3/4/2017,26.2,84,
3/5/2017,25.8,88,7
3/6/2017,27.1,83,24.5
3/7/2017,26.4,84,3
3/8/2017,27.7,80,8888
3/9/2017,28.1,80,
3/10/2017,28.2,78,8888
3/11/2017,27.2,79,
3/12/2017,27.4,80,
3/13/2017,26.9,72,
3/14/2017,27.7,75,
3/15/2017,28,77,
3/16/2017,25.7,84,41.3
3/17/2017,,,
3/18/2017,28,79,
3/19/2017,26.2,82,1.5
3/20/2017,25.4,86,
3/21/2017,27.2,80,98.3
3/22/2017,27.5,77,
3/23/2017,,,
3/24/2017,28.2,73,
3/25/2017,27.8,76,
3/26/2017,28.9,75,
3/27/2017,26.6,86,8888
3/28/2017,25.5,90,76.5
3/29/2017,,,
3/30/2017,27.8,80,8888
3/31/2017,27.3,83,18.4
4/1/2017,27.4,80,
4/2/2017,26.9,80,
4/3/2017,28.1,76,
4/4/2017,,,
4/5/2017,27.5,80,
4/6/2017,27.4,81,
4/7/2017,27.8,77,
4/8/2017,27.7,78,
4/9/2017,28.3,75,
4/10/2017,,,
4/11/2017,27.2,83,5.6
4/12/2017,26.7,86,2.6
4/13/2017,26.6,86,24
4/14/2017,28.3,76,8.8
4/15/2017,30.1,68,
4/16/2017,,,
4/17/2017,,,
4/18/2017,28.2,78,4
4/19/2017,27.9,79,
4/20/2017,27.5,80,
4/21/2017,28.6,77,
4/22/2017,,,
4/23/2017,28.1,79,
4/24/2017,27.9,79,
4/25/2017,28.3,79,
4/26/2017,27.9,77,
4/27/2017,28,78,
4/28/2017,26.9,82,
4/29/2017,,,
4/30/2017,29.2,74,
5/1/2017,28.6,78,1.6
5/2/2017,27.3,81,1
5/3/2017,27.5,78,2.6
5/4/2017,,,
5/5/2017,27.5,78,4
5/6/2017,27.3,79,
5/7/2017,28.3,76,
5/8/2017,27.7,80,
5/9/2017,27.1,84,1.5
5/10/2017,,,
5/11/2017,26.3,85,
5/12/2017,26.9,82,46.3
5/13/2017,29.5,69,25.6
5/14/2017,,,
5/15/2017,29,69,5.6
5/16/2017,,,
5/17/2017,,,
5/18/2017,26.4,86,15.2
5/19/2017,28.7,76,12.8
5/20/2017,28.2,81,8888
5/21/2017,28.3,75,14
5/22/2017,,,
5/23/2017,,,
5/24/2017,28.1,73,6.4
5/25/2017,27.1,83,6.5
5/26/2017,29.3,69,7.2
5/27/2017,29.5,64,
5/28/2017,30.2,63,
5/29/2017,,,
5/30/2017,,,
5/31/2017,30.3,61,8888
6/1/2017,,,
6/2/2017,29.3,66,2.4
6/3/2017,,,
6/4/2017,,,
6/5/2017,29.4,66,
6/6/2017,27.5,70,
6/7/2017,28.5,72,
6/8/2017,28.7,71,
6/9/2017,,,
6/10/2017,29.8,63,
6/11/2017,29.8,67,
6/12/2017,27.4,76,
6/13/2017,29.5,71,
6/14/2017,,,
6/15/2017,,,
6/16/2017,28.2,78,
6/17/2017,28.4,75,0.2
6/18/2017,28.7,68,
6/19/2017,31.9,53,
6/20/2017,,,
6/21/2017,,,
6/22/2017,28.7,71,
6/23/2017,29.3,70,
6/24/2017,26.7,76,2.5
6/25/2017,25.8,82,1.7
6/26/2017,27.9,73,8.5
6/27/2017,29.2,65,
6/28/2017,28.3,74,
6/29/2017,27.6,77,4.5
6/30/2017,24.7,94,3.1
7/1/2017,28.8,68,8888
7/2/2017,29.4,69,
7/3/2017,,,
7/4/2017,,,
7/5/2017,29.1,68,
7/6/2017,29.2,62,
7/7/2017,28.3,66,
7/8/2017,28.3,67,
7/9/2017,,,
7/10/2017,,,
7/11/2017,27.9,70,
7/12/2017,29.4,61,
7/13/2017,29.9,59,
7/14/2017,29.8,59,5.1
7/15/2017,,,
7/16/2017,29.4,58,
7/17/2017,30.8,53,
7/18/2017,33,46,
7/19/2017,,,
7/20/2017,24.8,78,
7/21/2017,,,
7/22/2017,,,
7/23/2017,,,
7/24/2017,24.4,94,
7/25/2017,,,
7/26/2017,25.6,76,
7/27/2017,,,
7/28/2017,,,
7/29/2017,28.5,66,
7/30/2017,29.7,64,
7/31/2017,,,
8/1/2017,26.9,78,23.6
8/2/2017,,,
8/3/2017,27.5,75,
8/4/2017,25.9,83,10.3
8/5/2017,26.4,80,24.3
8/6/2017,27.2,74,6
8/7/2017,27.4,77,
8/8/2017,,,
8/9/2017,27.5,76,3
8/10/2017,28,72,
8/11/2017,27.1,74,
8/12/2017,25.4,88,
8/13/2017,26.3,82,6.5
8/14/2017,26.5,76,0.8
8/15/2017,27,73,2
8/16/2017,28.3,66,8888
8/17/2017,28.1,72,
8/18/2017,28,74,3
8/19/2017,26.8,79,
8/20/2017,,,
8/21/2017,28.9,65,
8/22/2017,29.5,61,
8/23/2017,28.8,69,
8/24/2017,28.9,64,
8/25/2017,27.3,75,
8/26/2017,,,
8/27/2017,25.7,88,
8/28/2017,27,83,7.7
8/29/2017,27.3,77,8888
8/30/2017,,,
8/31/2017,23.4,94,0.2
9/1/2017,,,
9/2/2017,29.6,70,
9/3/2017,27.2,81,1.6
9/4/2017,27,77,3
9/5/2017,29.3,70,
9/6/2017,26.7,84,10.2
9/7/2017,,,
9/8/2017,27.1,81,1
9/9/2017,24.9,87,36.8
9/10/2017,27.7,76,1.2
9/11/2017,,,
9/12/2017,27.1,83,
9/13/2017,27.6,79,3.1
9/14/2017,,,
9/15/2017,27,74,18.8
9/16/2017,27.3,75,38
9/17/2017,,,
9/18/2017,27.6,81,0.5
9/19/2017,,,
9/20/2017,,,
9/21/2017,26.6,74,8888
9/22/2017,27.3,73,6.2
9/23/2017,27.1,73,
9/24/2017,26.5,80,
9/25/2017,,,
9/26/2017,26.1,80,5.2
9/27/2017,28.4,71,8.5
9/28/2017,27.8,79,
9/29/2017,26.7,80,
9/30/2017,26.8,80,1
10/1/2017,27.7,74,
10/2/2017,28.1,66,
10/3/2017,27.3,74,
10/4/2017,27,81,
10/5/2017,27.4,79,2.3
10/6/2017,26.8,81,
10/7/2017,,,
10/8/2017,27.5,78,
10/9/2017,27.3,78,
10/10/2017,28.5,73,
10/11/2017,,,
10/12/2017,27.9,72,12.2
10/13/2017,26.8,78,8888
10/14/2017,31.3,51,11.4
10/15/2017,28.2,61,
10/16/2017,28.6,62,1
10/17/2017,29,62,
10/18/2017,30.4,55,
10/19/2017,31.4,54,
10/20/2017,,,
10/21/2017,27.7,69,
10/22/2017,27.4,75,
10/23/2017,28.1,73,
10/24/2017,,,
10/25/2017,,,
10/26/2017,,,
10/27/2017,25.7,88,
10/28/2017,27,80,8888
10/29/2017,26,85,8888
10/30/2017,,,
10/31/2017,,,
11/1/2017,,,
11/2/2017,27.8,78,6.2
11/3/2017,26.6,86,
11/4/2017,26.5,85,10.3
11/5/2017,27.6,81,0.7
11/6/2017,,,
11/7/2017,27.9,78,
11/8/2017,26.6,82,
11/9/2017,27.9,76,1
11/10/2017,27.2,82,
11/11/2017,27.2,82,9.6
11/12/2017,,,
11/13/2017,,,
11/14/2017,27.9,79,
11/15/2017,27.4,79,
11/16/2017,26.8,85,
11/17/2017,27.5,81,1
11/18/2017,26.4,88,
11/19/2017,29,73,9.4
11/20/2017,27.7,81,
11/21/2017,29.5,71,
11/22/2017,,,
11/23/2017,25.4,88,20.6
11/24/2017,26,89,63.6
11/25/2017,25.1,92,47.2
11/26/2017,25.3,90,56.9
11/27/2017,25.2,91,31.8
11/28/2017,25.1,89,77.5
11/29/2017,25.5,89,8888
11/30/2017,24.4,94,22.7
12/1/2017,24.1,95,53.7
12/2/2017,25,93,161.3
12/3/2017,26,90,127.9
12/4/2017,25.9,90,1
12/5/2017,26.9,88,25.6
12/6/2017,26.6,84,
12/7/2017,26.8,84,6.7
12/8/2017,26.7,85,8888
12/9/2017,27,85,18.3
12/10/2017,26.6,85,1.2
12/11/2017,27.3,81,10.4
12/12/2017,26.6,82,
12/13/2017,26.9,78,
12/14/2017,27.2,81,
12/15/2017,27.8,77,
12/16/2017,27.3,79,
12/17/2017,26.9,80,0.5
12/18/2017,26.2,86,
12/19/2017,25.9,88,8888
12/20/2017,25.7,87,123.5
12/21/2017,,,
12/22/2017,27.3,78,1
12/23/2017,26.2,86,1.3
12/24/2017,28.1,76,5.9
12/25/2017,,,
12/26/2017,,,
12/27/2017,28.2,75,
12/28/2017,,,
12/29/2017,24.5,92,
12/30/2017,25.6,91,
12/31/2017,26.8,87,3.8
1/1/2018,26.5,84,9.6
1/2/2018,,,
1/3/2018,25.5,90,40.4
1/4/2018,26.9,84,23.9
1/5/2018,26.8,82,
1/6/2018,26.7,81,
1/7/2018,27.4,80,
1/8/2018,26.4,84,
1/9/2018,,,
1/10/2018,27,81,
1/11/2018,27,79,
1/12/2018,27.6,75,
1/13/2018,26.9,77,8888
1/14/2018,26.9,76,
1/15/2018,26.1,78,
1/16/2018,27,79,8.5
1/17/2018,26.2,84,
1/18/2018,26.5,84,24
1/19/2018,26.4,83,8888
1/20/2018,,,
1/21/2018,26.8,83,32.1
1/22/2018,27,83,
1/23/2018,27.4,80,
1/24/2018,27,83,
1/25/2018,26.7,83,8888
1/26/2018,26.1,86,0.5
1/27/2018,27.1,84,20.1
1/28/2018,25.7,88,1.4
1/29/2018,26.5,84,6.7
1/30/2018,27.1,85,
1/31/2018,26.4,87,73.5
2/1/2018,27.7,82,
2/2/2018,27.8,80,
2/3/2018,27.9,80,3
2/4/2018,28.2,76,
2/5/2018,,,
2/6/2018,27.2,76,
2/7/2018,27.6,73,
2/8/2018,26,81,
2/9/2018,28.3,72,
2/10/2018,,,
2/11/2018,26.3,79,5.5
2/12/2018,,,
2/13/2018,27.2,76,
2/14/2018,27,81,8888
2/15/2018,27.1,83,
2/16/2018,26.7,85,
2/17/2018,27.6,80,
2/18/2018,28,79,
2/19/2018,,,
2/20/2018,27.7,80,18.5
2/21/2018,27.5,78,5.4
2/22/2018,25.9,88,
2/23/2018,24.6,94,9.5
2/24/2018,26.6,86,5.2
2/25/2018,27.6,83,
2/26/2018,,,
2/27/2018,26,86,
2/28/2018,25.7,88,182.5
3/1/2018,28.1,77,1
3/2/2018,,,
3/3/2018,,,
3/4/2018,,,
3/5/2018,27.1,83,
3/6/2018,28.5,77,
3/7/2018,,,
3/8/2018,27.8,79,
3/9/2018,,,
3/10/2018,26.1,89,
3/11/2018,27.4,80,20.4
3/12/2018,26.7,81,
3/13/2018,27.7,76,
3/14/2018,28.3,78,
3/15/2018,26.6,86,
3/16/2018,27.2,82,16.5
3/17/2018,28.6,78,
3/18/2018,28.9,79,
3/19/2018,,,
3/20/2018,26.7,84,
3/21/2018,23.6,95,8888
3/22/2018,,,
3/23/2018,,,
3/24/2018,,,
3/25/2018,26.4,88,30.3
3/26/2018,29,74,
3/27/2018,,,
3/28/2018,,,
3/29/2018,26.6,84,
3/30/2018,25.2,89,
3/31/2018,28.6,73,
4/1/2018,,,
4/2/2018,,,
4/3/2018,,,
4/4/2018,,,
4/5/2018,26.2,85,12.5
4/6/2018,27.9,84,34
4/7/2018,,,
4/8/2018,,,
4/9/2018,,,
4/10/2018,,,
4/11/2018,28.7,75,8888
4/12/2018,,,
4/13/2018,,,
4/14/2018,,,
4/15/2018,,,
4/16/2018,29.3,74,12.6
4/17/2018,,,
4/18/2018,24.8,92,
4/19/2018,,,
4/20/2018,,,
4/21/2018,,,
4/22/2018,25.8,92,52
4/23/2018,24.6,98,9.2
4/24/2018,,,
4/25/2018,25.8,89,
4/26/2018,,,
4/27/2018,,,
4/28/2018,,,
4/29/2018,,,
4/30/2018,,,
5/1/2018,28.9,72,9.3
5/2/2018,,,
5/3/2018,,,
5/4/2018,,,
5/5/2018,,,
5/6/2018,25,98,5.6
5/7/2018,,,
5/8/2018,,,
5/9/2018,,,
5/10/2018,,,
5/11/2018,24.6,95,8888
5/12/2018,,,
5/13/2018,23.8,96,8888
5/14/2018,,,
5/15/2018,,,
5/16/2018,28.8,80,6
5/17/2018,,,
5/18/2018,24.2,95,3.8
5/19/2018,,,
5/20/2018,25.5,91,8888
5/21/2018,28,80,7
5/22/2018,,,
5/23/2018,28.5,80,83.6
5/24/2018,26.2,88,2
5/25/2018,23.8,95,
5/26/2018,,,
5/27/2018,27.8,86,8888
5/28/2018,,,
5/29/2018,27.1,88,
5/30/2018,24.8,95,8888
5/31/2018,,,
6/1/2018,28.1,83,
6/2/2018,28.9,80,
6/3/2018,28.7,73,
6/4/2018,28.7,77,
6/5/2018,28.5,81,
6/6/2018,28.9,80,
6/7/2018,29.2,72,
6/8/2018,29.8,68,
6/9/2018,29.3,76,
6/10/2018,29.7,75,2.5
6/11/2018,30.3,67,1
6/12/2018,,,
6/13/2018,29.2,74,
6/14/2018,29,71,
6/15/2018,29.6,67,
6/16/2018,28.4,75,
6/17/2018,28.8,74,
6/18/2018,26.1,82,24
6/19/2018,26,84,9
6/20/2018,26.8,86,
6/21/2018,27.4,80,
6/22/2018,28.3,80,
6/23/2018,27.3,83,
6/24/2018,27.9,75,11.5
6/25/2018,26.7,75,3
6/26/2018,26.5,78,
6/27/2018,27.3,78,
6/28/2018,27.3,81,12.9
6/29/2018,27.6,77,8888
6/30/2018,27.8,80,
7/1/2018,27.4,81,1.5
7/2/2018,26.8,81,
7/3/2018,28.4,72,
7/4/2018,28.9,68,
7/5/2018,27,77,
7/6/2018,29.3,72,10
7/7/2018,28.4,79,
7/8/2018,29.3,74,
7/9/2018,28.6,67,0.4
7/10/2018,28.3,68,2
7/11/2018,28.9,77,2.4
7/12/2018,30.1,65,
7/13/2018,30,67,
7/14/2018,30.8,60,8888
7/15/2018,30.3,64,
7/16/2018,30.2,67,
7/17/2018,29.5,69,
7/18/2018,31.2,65,8888
7/19/2018,29.9,71,
7/20/2018,30,70,
7/21/2018,29.8,67,8888
7/22/2018,29.5,71,
7/23/2018,29.9,71,
7/24/2018,30.1,69,
7/25/2018,30.1,66,
7/26/2018,28.7,70,
7/27/2018,28.2,76,
7/28/2018,26.9,83,7.8
7/29/2018,25.8,89,
7/30/2018,25.9,82,24.7
7/31/2018,28.2,68,7.5
8/1/2018,28.3,73,
8/2/2018,28.6,70,
8/3/2018,27.9,76,
8/4/2018,28,76,
8/5/2018,30,63,
8/6/2018,30.1,62,
8/7/2018,29.6,63,1
8/8/2018,28.1,72,
8/9/2018,27.1,76,1.3
8/10/2018,29.1,66,5
8/11/2018,29.7,61,
8/12/2018,29.7,65,1
8/13/2018,29.9,67,
8/14/2018,29.3,69,
8/15/2018,29.3,67,8888
8/16/2018,29.7,64,8888
8/17/2018,30.6,63,
8/18/2018,28.6,73,
8/19/2018,27.3,78,19.2
8/20/2018,27.8,75,18.7
8/21/2018,25.2,92,1
8/22/2018,24.8,88,32.9
8/23/2018,27.2,75,12.4
8/24/2018,27.7,75,5
8/25/2018,27.6,75,8888
8/26/2018,27.9,70,
8/27/2018,27.3,77,
8/28/2018,,,
8/29/2018,28.5,74,
8/30/2018,29.4,66,
8/31/2018,29.1,70,
9/1/2018,28.1,73,
9/2/2018,29.4,67,
9/3/2018,28.2,72,
9/4/2018,26.4,78,3.5
9/5/2018,27,77,8888
9/6/2018,27.6,78,
9/7/2018,27.8,82,0.6
9/8/2018,29.3,69,
9/9/2018,28.8,77,
9/10/2018,26.3,83,8888
9/11/2018,,,
9/12/2018,27,82,
9/13/2018,27.8,79,
9/14/2018,28.3,77,
9/15/2018,27.3,79,
9/16/2018,27.9,76,2
9/17/2018,26,85,4.8
9/18/2018,25.2,88,56.8
9/19/2018,27,80,29.5
9/20/2018,28.6,76,
9/21/2018,27.5,82,
9/22/2018,26.9,83,
9/23/2018,25,95,8
9/24/2018,27.4,80,55.5
9/25/2018,26.9,82,
9/26/2018,27.6,79,
9/27/2018,27,84,
9/28/2018,27.1,87,
9/29/2018,27.9,83,1
9/30/2018,26.7,89,12
10/1/2018,26.4,86,4
10/2/2018,27.4,84,85
10/3/2018,28,83,
10/4/2018,26,92,
10/5/2018,26.7,89,21
10/6/2018,26.2,89,6.6
10/7/2018,26.5,88,62.1
10/8/2018,28.2,80,7.5
10/9/2018,,,
10/10/2018,25.5,89,10.5
10/11/2018,25.4,91,8888
10/12/2018,25.6,86,1
10/13/2018,28,80,11.4
10/14/2018,,,
10/15/2018,26.6,84,22.5
10/16/2018,26.9,83,
10/17/2018,26.7,80,2
10/18/2018,26.7,81,0.2
10/19/2018,25.4,88,
10/20/2018,26.2,84,2
10/21/2018,26.7,82,1
10/22/2018,26.9,84,
10/23/2018,28,78,8888
10/24/2018,27.2,82,
10/25/2018,26.4,86,8888
10/26/2018,27.6,83,77.4
10/27/2018,,,
10/28/2018,25.9,91,
10/29/2018,27.9,80,29.5
10/30/2018,29.4,78,
10/31/2018,,,
11/1/2018,27.2,85,8888
11/2/2018,27.3,86,6
11/3/2018,27.3,86,
11/4/2018,26.6,89,7.3
11/5/2018,26.9,88,55.5
11/6/2018,26.3,89,8888
11/7/2018,27.3,84,54.1
11/8/2018,27.4,86,
11/9/2018,25.8,89,1.5
11/10/2018,26.8,89,
11/11/2018,26.6,87,5
11/12/2018,27.7,83,16.1
11/13/2018,25.7,91,
11/14/2018,26.5,86,36.8
11/15/2018,27.1,85,1
11/16/2018,26.1,89,
11/17/2018,27,86,
11/18/2018,27.4,87,0.3
11/19/2018,26.7,90,55.5
11/20/2018,27.3,86,25
11/21/2018,24.6,93,1
11/22/2018,25,92,13.6
11/23/2018,26.7,86,28.5
11/24/2018,26.3,90,17
11/25/2018,26.5,85,2.4
11/26/2018,26.5,87,
11/27/2018,27.5,82,
11/28/2018,27,82,
11/29/2018,27.2,85,
11/30/2018,27.7,83,
12/1/2018,26.6,87,
12/2/2018,27.6,82,88.5
12/3/2018,27.7,84,
12/4/2018,27.3,84,
12/5/2018,27.1,86,8888
12/6/2018,25,93,2.5
12/7/2018,26.8,84,141
12/8/2018,27.3,84,8888
12/9/2018,27.5,84,2.6
12/10/2018,25.8,90,
12/11/2018,26.2,87,14
12/12/2018,26.7,84,47.2
12/13/2018,24.7,92,64.6
12/14/2018,27.2,83,26.7
12/15/2018,26.5,83,
12/16/2018,26.3,83,8888
12/17/2018,26.9,82,
12/18/2018,26.7,85,
12/19/2018,26.5,87,67.7
12/20/2018,27.5,82,31.2
12/21/2018,27.7,82,12.5
12/22/2018,27.2,81,
12/23/2018,27.6,80,
12/24/2018,27.1,81,
12/25/2018,27.2,80,
12/26/2018,27.5,76,
12/27/2018,26.7,79,
12/28/2018,27.4,77,
12/29/2018,27.6,78,
12/30/2018,27.6,80,
12/31/2018,27.2,78,
1/1/2019,27.6,76,
1/2/2019,27.8,79,
1/3/2019,27.7,79,
1/4/2019,27.1,75,
1/5/2019,28.1,73,
1/6/2019,28.1,78,
1/7/2019,26.8,85,2.3
1/8/2019,27.9,83,40.5
1/9/2019,27.2,85,
1/10/2019,28,79,39.2
1/11/2019,27.1,84,
1/12/2019,27.6,77,0.2
1/13/2019,27.5,79,
1/14/2019,27.1,86,8888
1/15/2019,27.1,83,6.9
1/16/2019,27.3,80,
1/17/2019,27.5,80,
