system:index,LSWI,date,day,month,satellite,year,.geo
2_2005_05_25,0.29156690407854463,2005-05-25,25,05,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_06_02,0.33016730094700264,2005-06-02,02,06,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_06_10,0.3159125928330709,2005-06-10,10,06,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_06_18,0.31743507677743876,2005-06-18,18,06,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_06_26,0.24559439139304212,2005-06-26,26,06,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_07_04,0.24361409287724423,2005-07-04,04,07,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_07_12,0.2382111614363392,2005-07-12,12,07,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_07_20,0.27671187989749196,2005-07-20,20,07,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_07_28,0.3160076710092043,2005-07-28,28,07,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_08_05,0.27960775354413364,2005-08-05,05,08,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_08_13,0.22131758033604032,2005-08-13,13,08,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_08_21,0.32829401963648147,2005-08-21,21,08,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_08_29,0.23302238836326522,2005-08-29,29,08,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_09_06,0.2488193541923888,2005-09-06,06,09,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_09_14,0.21781145325438894,2005-09-14,14,09,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_09_22,0.2910174568026187,2005-09-22,22,09,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_09_30,0.28011153480571527,2005-09-30,30,09,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_10_08,0.3122399520134441,2005-10-08,08,10,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_10_16,0.2774371704382299,2005-10-16,16,10,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_10_24,0.30511140873218817,2005-10-24,24,10,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_11_01,0.24947826059476438,2005-11-01,01,11,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_11_09,0.2996536220274489,2005-11-09,09,11,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_11_17,0.3311209154601463,2005-11-17,17,11,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_11_25,0.45460256934165955,2005-11-25,25,11,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_12_03,0.2772517601844389,2005-12-03,03,12,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_12_11,0.29870519936683165,2005-12-11,11,12,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_12_19,0.25337155222696855,2005-12-19,19,12,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2005_12_27,0.26892546979409543,2005-12-27,27,12,Aqua,2005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_01_01,0.29550709451224394,2006-01-01,01,01,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_01_09,0.2973939988290677,2006-01-09,09,01,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_01_17,0.25453346389787623,2006-01-17,17,01,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_01_25,0.2549754496690314,2006-01-25,25,01,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_02_02,0.2825619291223155,2006-02-02,02,02,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_02_10,0.2705624682768955,2006-02-10,10,02,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_02_18,0.29736435239158626,2006-02-18,18,02,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_02_26,0.24890367004738248,2006-02-26,26,02,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_03_06,0.2311328303556821,2006-03-06,06,03,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_03_14,0.2376963816124454,2006-03-14,14,03,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_03_22,0.2260580215134687,2006-03-22,22,03,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_03_30,0.2558366521090758,2006-03-30,30,03,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_04_07,0.32703644861068454,2006-04-07,07,04,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_04_15,0.3612437918180655,2006-04-15,15,04,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_04_23,0.23312935191172157,2006-04-23,23,04,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_05_01,0.24759991203719134,2006-05-01,01,05,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_05_09,0.323879278808392,2006-05-09,09,05,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_05_17,0.30594175694263703,2006-05-17,17,05,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_05_25,0.2709381389870754,2006-05-25,25,05,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_06_02,0.2614428612367002,2006-06-02,02,06,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_06_10,0.3056537901625315,2006-06-10,10,06,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_06_18,0.37822106630319113,2006-06-18,18,06,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_06_26,0.26824554129625466,2006-06-26,26,06,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_07_04,0.3082354921028043,2006-07-04,04,07,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_07_12,0.3675367246085717,2006-07-12,12,07,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_07_20,0.3024455934691622,2006-07-20,20,07,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_07_28,0.23755111182728192,2006-07-28,28,07,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_08_05,0.2663284458246509,2006-08-05,05,08,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_08_13,0.288856341264394,2006-08-13,13,08,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_08_21,0.2969602470612869,2006-08-21,21,08,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_08_29,0.18759646307112965,2006-08-29,29,08,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_09_06,0.2463295875938934,2006-09-06,06,09,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_09_14,0.2331001658902927,2006-09-14,14,09,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_09_22,0.2878866652518707,2006-09-22,22,09,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_09_30,0.2690634623598935,2006-09-30,30,09,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_10_08,0.2931783968673869,2006-10-08,08,10,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_10_16,0.28791857089037914,2006-10-16,16,10,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_10_24,0.236672001973653,2006-10-24,24,10,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_11_01,0.36796881798860204,2006-11-01,01,11,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_11_09,0.2955128902969617,2006-11-09,09,11,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_11_17,0.3527540611850758,2006-11-17,17,11,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_11_25,0.32008973608502467,2006-11-25,25,11,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_12_03,0.28006962323520734,2006-12-03,03,12,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_12_11,0.3270976197787337,2006-12-11,11,12,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_12_19,0.24371267596752477,2006-12-19,19,12,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2006_12_27,0.24673946359386217,2006-12-27,27,12,Aqua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_01_01,0.2457035059907953,2007-01-01,01,01,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_01_09,0.2491008000657483,2007-01-09,09,01,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_01_17,0.27240663423112477,2007-01-17,17,01,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_01_25,0.2580883376558476,2007-01-25,25,01,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_02_02,0.2425914618650136,2007-02-02,02,02,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_02_10,0.24260065960166888,2007-02-10,10,02,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_02_18,0.22836456099731486,2007-02-18,18,02,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_02_26,0.2191145660589618,2007-02-26,26,02,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_03_06,0.23564147451490142,2007-03-06,06,03,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_03_14,0.23035081508595626,2007-03-14,14,03,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_03_22,0.2459166899766402,2007-03-22,22,03,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_03_30,0.23892476670024013,2007-03-30,30,03,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_04_07,0.2546545786997761,2007-04-07,07,04,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_04_15,0.23464866000027287,2007-04-15,15,04,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_04_23,0.30096599246171835,2007-04-23,23,04,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_05_01,0.3043362549213051,2007-05-01,01,05,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_05_09,0.28508234177207203,2007-05-09,09,05,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_05_17,0.2299462809235206,2007-05-17,17,05,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_05_25,0.29746198055169104,2007-05-25,25,05,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_06_02,0.29571484772310697,2007-06-02,02,06,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_06_10,0.3066703381652833,2007-06-10,10,06,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_06_18,0.30411968969201186,2007-06-18,18,06,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_06_26,0.2513630071677922,2007-06-26,26,06,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_07_04,0.27132257011888994,2007-07-04,04,07,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_07_12,0.3111108015086688,2007-07-12,12,07,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_07_20,0.3203011775817112,2007-07-20,20,07,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_07_28,0.310578428208371,2007-07-28,28,07,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_08_05,0.2669893917286614,2007-08-05,05,08,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_08_13,0.30708264724014506,2007-08-13,13,08,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_08_21,0.3355685978191957,2007-08-21,21,08,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_08_29,0.298562710810958,2007-08-29,29,08,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_09_06,0.2949353518020086,2007-09-06,06,09,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_09_14,0.35944588936866045,2007-09-14,14,09,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_09_22,0.27535190893785555,2007-09-22,22,09,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_09_30,,2007-09-30,30,09,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_10_08,0.291107919898253,2007-10-08,08,10,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_10_16,0.1624331982040304,2007-10-16,16,10,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_10_24,0.2950358452456053,2007-10-24,24,10,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_11_01,0.34970520622733603,2007-11-01,01,11,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_11_09,0.24882979528097351,2007-11-09,09,11,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_11_17,0.28059643567245307,2007-11-17,17,11,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_11_25,0.2947918724305606,2007-11-25,25,11,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_12_03,0.2223092103508544,2007-12-03,03,12,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_12_11,0.2236363009828353,2007-12-11,11,12,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_12_19,0.30182025423288394,2007-12-19,19,12,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2007_12_27,0.2754538966949789,2007-12-27,27,12,Aqua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_01_01,0.2945549471614519,2008-01-01,01,01,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_01_09,0.265425714109108,2008-01-09,09,01,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_01_17,0.2592047674915795,2008-01-17,17,01,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_01_25,0.3222063027901616,2008-01-25,25,01,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_02_02,0.22426737902032573,2008-02-02,02,02,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_02_10,0.31229070140815124,2008-02-10,10,02,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_02_18,0.30174373629955686,2008-02-18,18,02,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_02_26,0.2646065255438064,2008-02-26,26,02,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_03_05,0.20362175508248714,2008-03-05,05,03,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_03_13,0.27490690869276907,2008-03-13,13,03,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_03_21,0.2609850340060186,2008-03-21,21,03,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_03_29,0.2923541546755582,2008-03-29,29,03,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_04_06,0.27395438848926046,2008-04-06,06,04,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_04_14,,2008-04-14,14,04,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_04_22,0.17913428478602328,2008-04-22,22,04,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_04_30,0.2600231889659907,2008-04-30,30,04,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_05_08,0.3069280193396602,2008-05-08,08,05,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_05_16,0.24015208630267731,2008-05-16,16,05,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_05_24,0.30557508121080706,2008-05-24,24,05,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_06_01,0.2994555271599194,2008-06-01,01,06,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_06_09,0.292141677512827,2008-06-09,09,06,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_06_17,0.27451460148636386,2008-06-17,17,06,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_06_25,0.3156532392987528,2008-06-25,25,06,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_07_03,0.2710639482694286,2008-07-03,03,07,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_07_11,0.28525167376703503,2008-07-11,11,07,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_07_19,0.24652330201342457,2008-07-19,19,07,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_07_27,0.2624167208743065,2008-07-27,27,07,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_08_04,0.22035714212749544,2008-08-04,04,08,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_08_12,0.301565721609447,2008-08-12,12,08,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_08_20,0.2668749038576104,2008-08-20,20,08,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_08_28,0.25299059224866727,2008-08-28,28,08,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_09_05,0.3089745501337912,2008-09-05,05,09,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_09_13,0.2888075649267199,2008-09-13,13,09,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_09_21,0.2719077186922496,2008-09-21,21,09,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_09_29,0.24796082185638565,2008-09-29,29,09,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_10_07,0.29843859015313934,2008-10-07,07,10,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_10_15,0.31958120890575425,2008-10-15,15,10,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_10_23,0.28557919760774614,2008-10-23,23,10,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_10_31,0.3178731900120892,2008-10-31,31,10,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_11_08,0.257264692974702,2008-11-08,08,11,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_11_16,0.4115688136931138,2008-11-16,16,11,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_11_24,,2008-11-24,24,11,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_12_02,,2008-12-02,02,12,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_12_10,0.22383797912220327,2008-12-10,10,12,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_12_18,0.2555462853020437,2008-12-18,18,12,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2008_12_26,0.2525852102701272,2008-12-26,26,12,Aqua,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_01_01,0.3326931318885217,2009-01-01,01,01,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_01_09,0.25524577458924064,2009-01-09,09,01,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_01_17,0.2319224586524159,2009-01-17,17,01,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_01_25,0.2347987844936993,2009-01-25,25,01,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_02_02,0.26493687663724064,2009-02-02,02,02,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_02_10,0.23019507262774738,2009-02-10,10,02,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_02_18,0.23688840894252325,2009-02-18,18,02,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_02_26,0.20395129016260444,2009-02-26,26,02,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_03_06,0.21341781674332205,2009-03-06,06,03,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_03_14,0.2353838916903648,2009-03-14,14,03,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_03_22,0.2899613318174048,2009-03-22,22,03,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_03_30,0.25825097368947214,2009-03-30,30,03,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_04_07,0.22226587164965542,2009-04-07,07,04,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_04_15,0.23864663419823826,2009-04-15,15,04,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_04_23,0.26505306655236627,2009-04-23,23,04,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_05_01,0.29178871731215517,2009-05-01,01,05,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_05_09,0.325232468011154,2009-05-09,09,05,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_05_17,0.2286827942420265,2009-05-17,17,05,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_05_25,0.28268909207828524,2009-05-25,25,05,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_06_02,0.2161376690560167,2009-06-02,02,06,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_06_10,0.32211768819172526,2009-06-10,10,06,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_06_18,0.3175403608410261,2009-06-18,18,06,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_06_26,0.23254197350955066,2009-06-26,26,06,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_07_04,0.27763380972661383,2009-07-04,04,07,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_07_12,0.3136060703631492,2009-07-12,12,07,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_07_20,0.25959843417394274,2009-07-20,20,07,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_07_28,0.27108400037705943,2009-07-28,28,07,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_08_05,0.27880494041811166,2009-08-05,05,08,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_08_13,0.2853868146658945,2009-08-13,13,08,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_08_21,0.3316290804746521,2009-08-21,21,08,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_08_29,0.2861607731114556,2009-08-29,29,08,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_09_06,0.29176754395626014,2009-09-06,06,09,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_09_14,0.25872292523094353,2009-09-14,14,09,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_09_22,0.31016593757521166,2009-09-22,22,09,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_09_30,0.25845732672489574,2009-09-30,30,09,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_10_08,0.27746218096822306,2009-10-08,08,10,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_10_16,0.33997522862346374,2009-10-16,16,10,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_10_24,0.3127269969463716,2009-10-24,24,10,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_11_01,0.3033415444201456,2009-11-01,01,11,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_11_09,0.20385753194842646,2009-11-09,09,11,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_11_17,0.24726599292098037,2009-11-17,17,11,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_11_25,0.30694721077656273,2009-11-25,25,11,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_12_03,0.27015926265591234,2009-12-03,03,12,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_12_11,0.2784367235778917,2009-12-11,11,12,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_12_19,0.281628852976046,2009-12-19,19,12,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2009_12_27,0.2626656166453143,2009-12-27,27,12,Aqua,2009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2010_01_01,0.2467564925361216,2010-01-01,01,01,Aqua,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2010_01_09,0.28325745625559134,2010-01-09,09,01,Aqua,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2010_01_17,0.2629699267614619,2010-01-17,17,01,Aqua,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2010_01_25,0.2854640331250252,2010-01-25,25,01,Aqua,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2010_02_02,0.2527787938679238,2010-02-02,02,02,Aqua,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2010_02_10,0.2582760375390172,2010-02-10,10,02,Aqua,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2010_02_18,0.23881099695325084,2010-02-18,18,02,Aqua,2010,"{""type"":""MultiPoint"",""coordinates"":[]}"
